name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_1,0.377412,1.92474,-3.47207,4.2269,0.628707,0.660355,-0.692002,1.94942
ks_10,0.263498,1.92474,-3.58599,4.11298,0.257423,1.89398,-3.53054,4.04539
ks_100,-4.1891,2.17474,-8.53858,0.160389,-3.29362,0.437728,-4.16908,-2.41817
ks_101,-3.15962,1.92474,-7.00911,0.689863,-3.20605,1.91784,-7.04173,0.629634
ks_102,-4.13077,2.17474,-8.48025,0.218717,-4.16017,2.15659,-8.47334,0.152999
ks_103,-3.46356,1.92474,-7.31304,0.385926,-3.51257,1.91435,-7.34128,0.316133
ks_104,-5.01412,2.17474,-9.36361,-0.66464,-5.01997,2.16964,-9.35924,-0.680701
ks_105,-5.00966,2.17474,-9.35915,-0.660176,-5.01551,2.16964,-9.35479,-0.676242
ks_106,-3.83863,1.92474,-7.68811,0.010856,-3.85762,1.92053,-7.69868,-0.0165632
ks_107,-3.60104,1.92474,-7.45052,0.248447,-3.62927,1.90151,-7.43228,0.173744
ks_108,0.652651,1.92474,-3.19683,4.50214,0.649284,1.91905,-3.18882,4.48739
ks_109,0.879498,1.92474,-2.96999,4.72898,0.869142,1.92402,-2.97889,4.71718
ks_11,-0.458685,1.92474,-4.30817,3.3908,-0.372049,1.59242,-3.55688,2.81278
ks_110,0.581321,1.92474,-3.26816,4.43081,0.537687,1.91896,-3.30024,4.37561
ks_111,0.949968,1.92474,-2.89952,4.79945,0.865944,1.72598,-2.58602,4.31791
ks_112,0.664827,1.92474,-3.18466,4.51431,0.665309,1.84493,-3.02455,4.35517
ks_113,-1.1522,1.92474,-5.00169,2.69728,-1.21691,0.213613,-1.64413,-0.78968
ks_114,0.989559,1.92474,-2.85993,4.83904,1.07472,0.835314,-0.595909,2.74535
ks_115,0.830076,1.92474,-3.01941,4.67956,0.849257,1.9021,-2.95494,4.65346
ks_116,-0.408683,1.92474,-4.25817,3.4408,-0.434211,1.72557,-3.88535,3.01693
ks_117,1.1429,1.92474,-2.70658,4.99239,1.17137,0.0671753,1.03702,1.30572
ks_118,0.297972,1.92474,-3.55151,4.14746,0.274228,1.91248,-3.55074,4.09919
ks_119,1.02847,1.92474,-2.82101,4.87796,1.02334,1.90085,-2.77836,4.82504
ks_12,0.967035,1.92474,-2.88245,4.81652,1.07043,1.92474,-2.77906,4.91991
ks_120,-0.913607,1.92474,-4.76309,2.93588,-1.01406,1.76604,-4.54613,2.51801
ks_121,0.362177,1.92474,-3.48731,4.21166,0.398382,1.74529,-3.09221,3.88897
ks_122,1.62604,1.92474,-2.22345,5.47552,1.66276,1.72609,-1.78942,5.11493
ks_123,0.985268,1.92474,-2.86422,4.83475,0.899568,1.85932,-2.81907,4.6182
ks_124,0.327011,1.92474,-3.52247,4.1765,0.337456,1.92335,-3.50923,4.18415
ks_125,1.4743,1.92474,-2.37519,5.32378,1.38903,1.57596,-1.76288,4.54095
ks_126,2.42333,1.92474,-1.42615,6.27282,2.38747,1.87169,-1.35591,6.13085
ks_127,-0.0321821,1.92474,-3.88167,3.8173,-0.178945,1.91672,-4.01238,3.65449
ks_128,0.670847,1.92474,-3.17864,4.52033,0.767373,0.833959,-0.900544,2.43529
ks_129,0.81602,1.92474,-3.03347,4.6655,0.822706,1.91331,-3.00391,4.64932
ks_13,-0.139816,1.92474,-3.9893,3.70967,-0.17892,0.175299,-0.529519,0.171679
ks_130,0.744962,1.92474,-3.10452,4.59445,0.628778,1.90321,-3.17763,4.43519
ks_131,-3.69678,1.92474,-7.54627,0.152703,-3.64226,1.91994,-7.48214,0.197621
ks_132,-3.70116,1.92474,-7.55064,0.148329,-3.71499,1.91287,-7.54072,0.110745
ks_133,-3.69728,1.92474,-7.54676,0.152205,-3.74148,1.92007,-7.58161,0.0986554
ks_134,-1.56541,1.92474,-5.41489,2.28408,-1.56885,1.9195,-5.40785,2.27015
ks_135,-3.7999,1.92474,-7.64939,0.0495828,-3.81984,1.9204,-7.66064,0.0209621
ks_136,-3.6131,1.92474,-7.46258,0.236387,-3.6681,1.91311,-7.49432,0.158119
ks_137,-2.41398,1.92474,-6.26346,1.43551,-2.58734,1.89951,-6.38636,1.21168
ks_138,0.82867,1.92474,-3.02082,4.67815,0.837483,1.91865,-2.99981,4.67478
ks_139,-3.64096,1.92474,-7.49044,0.208529,-3.65553,1.91994,-7.49542,0.184354
ks_14,0.639096,1.92474,-3.21039,4.48858,0.632517,1.91904,-3.20557,4.4706
ks_140,1.17628,1.92474,-2.6732,5.02577,1.1866,1.91586,-2.64512,5.01831
ks_141,-3.70278,1.92474,-7.55226,0.146709,-3.64594,1.92003,-7.486,0.194115
ks_142,-3.6997,1.92474,-7.54919,0.14978,-3.71892,1.92017,-7.55926,0.121419
ks_143,-2.85722,1.92474,-6.7067,0.992267,-2.91247,1.91497,-6.74241,0.91747
ks_144,0.0208007,1.92474,-3.82868,3.87029,0.0226488,1.92132,-3.82,3.8653
ks_145,1.46664,1.92474,-2.38284,5.31613,1.60317,1.92445,-2.24573,5.45208
ks_146,0.770848,1.92474,-3.07864,4.62033,0.764157,1.9187,-3.07325,4.60156
ks_147,0.352003,1.92474,-3.49748,4.20149,0.357359,1.92319,-3.48901,4.20373
ks_148,0.78784,1.92474,-3.06165,4.63732,0.7848,1.91922,-3.05364,4.62324
ks_149,-3.57561,1.92474,-7.4251,0.273875,-3.59205,1.91854,-7.42913,0.245032
ks_15,0.0654955,1.92474,-3.78399,3.91498,0.000178722,0.122995,-0.245811,0.246169
ks_150,0.882532,1.92474,-2.96695,4.73202,0.882091,1.91924,-2.95639,4.72057
ks_151,0.79535,1.92474,-3.05414,4.64483,0.816073,1.92463,-3.0332,4.66534
ks_152,-0.901144,1.92474,-4.75063,2.94834,-0.828891,1.90264,-4.63418,2.97639
ks_153,1.6863,1.92474,-2.16319,5.53578,1.86572,1.84989,-1.83407,5.5655
ks_154,1.49229,1.92474,-2.3572,5.34177,1.64062,1.92465,-2.20869,5.48992
ks_155,-3.75688,1.92474,-7.60636,0.0926074,-3.79882,1.92037,-7.63956,0.0419294
ks_156,-0.73157,1.92474,-4.58106,3.11791,-0.71259,1.78263,-4.27785,2.85267
ks_157,-0.744379,1.92474,-4.59386,3.10511,-0.871252,1.32837,-3.528,1.7855
ks_158,-0.19276,1.92474,-4.04224,3.65673,-0.192175,1.91154,-4.01525,3.6309
ks_159,-1.57657,1.92474,-5.42605,2.27292,-1.57665,1.91959,-5.41584,2.26253
ks_16,2.37011,1.92474,-1.47938,6.21959,2.19808,1.73566,-1.27324,5.6694
ks_160,0.0408041,1.92474,-3.80868,3.89029,0.0632123,1.91647,-3.76973,3.89616
ks_161,2.69897,1.92474,-1.15051,6.54846,2.69897,1.57876,-0.458541,5.85648
ks_162,-0.706415,1.92474,-4.5559,3.14307,-0.711706,1.91924,-4.55018,3.12677
ks_163,-1.15608,1.92474,-5.00556,2.69341,-1.16078,1.91909,-4.99897,2.6774
ks_164,-1.24905,1.92474,-5.09853,2.60044,-1.14888,1.91928,-4.98745,2.68969
ks_165,0.853373,1.92474,-2.99611,4.70286,0.892633,1.88508,-2.87753,4.6628
ks_166,-1.80654,1.92474,-5.65603,2.04294,-1.81419,1.91963,-5.65346,2.02507
ks_167,-1.60816,1.92474,-5.45765,2.24132,-1.70118,1.9134,-5.52797,2.12562
ks_168,-1.36528,1.92474,-5.21477,2.4842,-1.36211,0.294217,-1.95055,-0.773677
ks_169,-3.63683,1.92474,-7.48631,0.212657,-3.67287,1.91915,-7.51117,0.165423
ks_17,0.2355,1.92474,-3.61399,4.08498,0.240143,1.91451,-3.58887,4.06916
ks_170,-2.82051,1.92474,-6.66999,1.02898,-2.87213,1.91443,-6.70099,0.956731
ks_171,-0.462208,1.92474,-4.31169,3.38728,-0.411363,1.9233,-4.25796,3.43524
ks_172,-1.6917,1.92474,-5.54118,2.15779,-1.68597,1.91945,-5.52487,2.15293
ks_173,-2.23331,1.92474,-6.08279,1.61618,-2.27793,1.89255,-6.06304,1.50718
ks_174,0.782152,1.92474,-3.06733,4.63164,0.786462,1.91922,-3.05198,4.62491
ks_175,-0.888234,1.92474,-4.73772,2.96125,-0.88549,1.92465,-4.7348,2.96382
ks_176,-2.84454,1.92474,-6.69403,1.00494,-2.74049,1.90489,-6.55027,1.06928
ks_177,0.0630929,1.92474,-3.78639,3.91258,0.0561284,1.9192,-3.78228,3.89454
ks_178,-3.69846,1.92474,-7.54794,0.151029,-3.7135,1.92021,-7.55392,0.126931
ks_179,-0.243364,1.92474,-4.09285,3.60612,-0.158588,1.84801,-3.8546,3.53742
ks_18,0.389768,1.92474,-3.45972,4.23925,0.367997,1.91359,-3.45919,4.19518
ks_180,-4.73049,2.17474,-9.07997,-0.381002,-4.74459,2.15921,-9.06301,-0.426168
ks_181,-1.90611,1.92474,-5.75559,1.94338,-2.04472,0.315715,-2.67615,-1.41329
ks_182,0.719458,1.92474,-3.13003,4.56894,0.719208,1.92474,-3.13028,4.56869
ks_183,-0.00164134,1.92474,-3.85113,3.84784,0.00383482,1.91941,-3.83498,3.84265
ks_184,-3.47656,1.92474,-7.32604,0.37293,-3.52852,1.91921,-7.36694,0.309891
ks_185,-4.02045,2.17474,-8.36994,0.329033,-4.0327,2.16902,-8.37074,0.305343
ks_186,-4.00833,2.17474,-8.35782,0.341154,-4.01129,2.16892,-8.34914,0.326558
ks_187,-3.96163,1.92474,-7.81111,-0.112141,-3.89229,1.92053,-7.73334,-0.0512354
ks_188,-3.44697,1.92474,-7.29645,0.402517,-3.46429,1.91751,-7.29931,0.370727
ks_189,-3.94033,1.92474,-7.78982,-0.0908456,-3.97439,1.92069,-7.81578,-0.13301
ks_19,1.66232,1.92474,-2.18716,5.51181,1.65271,1.91917,-2.18564,5.49105
ks_190,-5.01637,2.17474,-9.36586,-0.666889,-5.02222,2.16964,-9.36149,-0.682948
ks_191,-3.99653,1.92474,-7.84602,-0.147046,-4.00603,1.92069,-7.84742,-0.164652
ks_192,-3.91527,1.92474,-7.76476,-0.065785,-3.93606,1.92057,-7.77719,-0.0949222
ks_193,-2.83954,1.92474,-6.68903,1.00994,-2.85913,1.9091,-6.67732,0.959064
ks_194,-5.01954,2.17474,-9.36903,-0.670057,-5.02538,2.16964,-9.36465,-0.686113
ks_195,-3.17169,1.92474,-7.02118,0.677792,-3.21398,1.91787,-7.04972,0.621767
ks_196,-5.01818,2.17474,-9.36767,-0.668696,-5.02402,2.16964,-9.36329,-0.684753
ks_197,-4.08725,1.92474,-7.93673,-0.237762,-4.08835,1.9208,-7.92995,-0.246742
