name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_1,0.377412,1.92474,-3.47207,4.2269,0.597887,0.591771,-0.585654,1.78143
ks_10,0.263498,1.92474,-3.58599,4.11298,0.264017,1.92117,-3.57833,4.10636
ks_100,-4.1891,2.17474,-8.53858,0.160389,-3.30061,0.436769,-4.17415,-2.42707
ks_101,-3.15962,1.92474,-7.00911,0.689863,-3.19299,1.91817,-7.02932,0.643347
ks_102,-4.13077,2.17474,-8.48025,0.218717,-4.1514,2.1575,-8.4664,0.163608
ks_103,-3.46356,1.92474,-7.31304,0.385926,-3.49755,1.91934,-7.33623,0.341124
ks_104,-5.01412,2.17474,-9.36361,-0.66464,-5.01439,2.1729,-9.3602,-0.66859
ks_105,-5.00966,2.17474,-9.35915,-0.660176,-5.00993,2.1729,-9.35572,-0.664142
ks_106,-3.83863,1.92474,-7.68811,0.010856,-3.8467,1.91525,-7.67719,-0.0162064
ks_107,-3.60104,1.92474,-7.45052,0.248447,-3.6219,1.90512,-7.43214,0.188329
ks_108,0.652651,1.92474,-3.19683,4.50214,0.65402,1.92154,-3.18906,4.4971
ks_109,0.879498,1.92474,-2.96999,4.72898,0.8712,1.92388,-2.97656,4.71896
ks_11,-0.458685,1.92474,-4.30817,3.3908,-0.384184,1.51076,-3.40569,2.63733
ks_110,0.581321,1.92474,-3.26816,4.43081,0.541269,1.92252,-3.30378,4.38632
ks_111,0.949968,1.92474,-2.89952,4.79945,0.885691,1.72993,-2.57418,4.34556
ks_112,0.664827,1.92474,-3.18466,4.51431,0.662057,1.8457,-3.02935,4.35346
ks_113,-1.1522,1.92474,-5.00169,2.69728,-1.22326,0.218785,-1.66084,-0.785694
ks_114,0.989559,1.92474,-2.85993,4.83904,1.03147,0.835708,-0.639943,2.70289
ks_115,0.830076,1.92474,-3.01941,4.67956,0.848095,1.91383,-2.97957,4.67576
ks_116,-0.408683,1.92474,-4.25817,3.4408,-0.423123,1.73031,-3.88375,3.0375
ks_117,1.1429,1.92474,-2.70658,4.99239,1.17133,0.0676862,1.03596,1.3067
