name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_1,0.377412,1.92474,-3.47207,4.2269,0.405309,0.697427,-0.989545,1.80016
ks_10,0.263498,1.92474,-3.58599,4.11298,0.263766,1.92105,-3.57834,4.10588
ks_100,-4.1891,2.17474,-8.53858,0.160389,-3.25526,0.401425,-4.0581,-2.45241
ks_101,-3.15962,1.92474,-7.00911,0.689863,-3.15625,1.91798,-6.99221,0.679724
ks_102,-4.13077,2.17474,-8.48025,0.218717,-4.13201,2.15732,-8.44666,0.182633
ks_103,-3.46356,1.92474,-7.31304,0.385926,-3.46099,1.92006,-7.30111,0.379139
ks_104,-5.01412,2.17474,-9.36361,-0.66464,-5.01412,2.1732,-9.36053,-0.667715
ks_105,-5.00966,2.17474,-9.35915,-0.660176,-5.00966,2.1732,-9.35606,-0.663263
ks_106,-3.83863,1.92474,-7.68811,0.010856,-3.84242,1.92165,-7.68572,0.000877298
ks_107,-3.60104,1.92474,-7.45052,0.248447,-3.59286,1.9089,-7.41066,0.224935
ks_108,0.652651,1.92474,-3.19683,4.50214,0.658776,1.92432,-3.18987,4.50742
ks_109,0.879498,1.92474,-2.96999,4.72898,0.877223,1.92334,-2.96946,4.72391
ks_11,-0.458685,1.92474,-4.30817,3.3908,-0.427485,1.63399,-3.69547,2.84049
ks_110,0.581321,1.92474,-3.26816,4.43081,0.561384,1.91973,-3.27807,4.40084
ks_111,0.949968,1.92474,-2.89952,4.79945,0.924567,1.76321,-2.60184,4.45098
ks_112,0.664827,1.92474,-3.18466,4.51431,0.655759,1.82928,-3.0028,4.31431
ks_113,-1.1522,1.92474,-5.00169,2.69728,-1.12905,0.205963,-1.54098,-0.717126
ks_114,0.989559,1.92474,-2.85993,4.83904,1.00166,0.409471,0.182722,1.82061
ks_115,0.830076,1.92474,-3.01941,4.67956,0.843547,1.91643,-2.98932,4.67641
ks_116,-0.408683,1.92474,-4.25817,3.4408,-0.413491,1.77449,-3.96248,3.1355
ks_117,1.1429,1.92474,-2.70658,4.99239,1.14376,0.42187,0.300023,1.9875
ks_118,0.297972,1.92474,-3.55151,4.14746,0.28558,1.91505,-3.54452,4.11568
ks_119,1.02847,1.92474,-2.82101,4.87796,1.02616,1.90106,-2.77596,4.82829
ks_12,0.967035,1.92474,-2.88245,4.81652,0.967035,1.92033,-2.87363,4.8077
ks_120,-0.913607,1.92474,-4.76309,2.93588,-0.946473,1.74076,-4.42799,2.53505
ks_121,0.362177,1.92474,-3.48731,4.21166,0.377151,1.69697,-3.01678,3.77109
ks_122,1.62604,1.92474,-2.22345,5.47552,1.65399,1.74499,-1.836,5.14398
ks_123,0.985268,1.92474,-2.86422,4.83475,0.961997,1.85642,-2.75084,4.67484
ks_124,0.327011,1.92474,-3.52247,4.1765,0.335415,1.92472,-3.51402,4.18485
ks_125,1.4743,1.92474,-2.37519,5.32378,1.53679,1.29665,-1.05651,4.13009
ks_126,2.42333,1.92474,-1.42615,6.27282,2.44827,1.89449,-1.3407,6.23725
ks_127,-0.0321821,1.92474,-3.88167,3.8173,-0.0386977,1.85115,-3.741,3.66361
ks_128,0.670847,1.92474,-3.17864,4.52033,0.702688,1.00397,-1.30526,2.71064
