run_id,input_run_id,failed_flag,phi,meas_phi,regul_phi,BASFLO,GGFLO,HEADS,PMPCHG,HO_0,HO_1,HO_10,HO_100,HO_101,HO_102,HO_103,HO_104,HO_105,HO_106,HO_107,HO_108,HO_109,HO_11,HO_110,HO_111,HO_112,HO_113,HO_114,HO_115,HO_116,HO_117,HO_118,HO_119,HO_12,HO_120,HO_121,HO_122,HO_123,HO_124,HO_125,HO_126,HO_127,HO_128,HO_129,HO_13,HO_130,HO_131,HO_132,HO_133,HO_134,HO_135,HO_136,HO_137,HO_138,HO_139,HO_14,HO_140,HO_141,HO_142,HO_143,HO_144,HO_145,HO_146,HO_147,HO_148,HO_149,HO_15,HO_150,HO_151,HO_152,HO_153,HO_154,HO_155,HO_156,HO_157,HO_158,HO_159,HO_16,HO_160,HO_161,HO_162,HO_163,HO_164,HO_165,HO_166,HO_167,HO_168,HO_17,HO_18,HO_19,HO_2,HO_20,HO_21,HO_22,HO_23,HO_24,HO_25,HO_26,HO_27,HO_28,HO_29,HO_3,HO_30,HO_31,HO_32,HO_33,HO_34,HO_35,HO_36,HO_37,HO_38,HO_39,HO_4,HO_40,HO_41,HO_42,HO_43,HO_44,HO_45,HO_46,HO_47,HO_48,HO_49,HO_5,HO_50,HO_51,HO_52,HO_53,HO_54,HO_55,HO_56,HO_57,HO_58,HO_59,HO_6,HO_60,HO_61,HO_62,HO_63,HO_64,HO_65,HO_66,HO_67,HO_68,HO_69,HO_7,HO_70,HO_71,HO_72,HO_73,HO_74,HO_75,HO_76,HO_77,HO_78,HO_79,HO_8,HO_80,HO_81,HO_82,HO_83,HO_84,HO_85,HO_86,HO_87,HO_88,HO_89,HO_9,HO_90,HO_91,HO_92,HO_93,HO_94,HO_95,HO_96,HO_97,HO_98,HO_99,BSFLO_1,BSFLO_10,BSFLO_11,BSFLO_12,BSFLO_13,BSFLO_14,BSFLO_15,BSFLO_16,BSFLO_17,BSFLO_18,BSFLO_19,BSFLO_2,BSFLO_20,BSFLO_3,BSFLO_4,BSFLO_5,BSFLO_6,BSFLO_7,BSFLO_8,BSFLO_9,GFLO_1,GFLO_10,GFLO_11,GFLO_12,GFLO_13,GFLO_14,GFLO_15,GFLO_16,GFLO_17,GFLO_18,GFLO_19,GFLO_2,GFLO_20,GFLO_3,GFLO_4,GFLO_5,GFLO_6,GFLO_7,GFLO_8,GFLO_9,PMPCHG
565,565,0,71648.37031,71648.37031,0,837.3010857,3438.632482,67355.05377,17.38296952,93.953,254.833,60.858,164.871,179.289,169.382,169.946,170.488,171.174,174.767,174.873,175.335,176.441,32.282,177.511,181.314,176.824,227.025,223.406,220.692,218.398,218.346,290.318,244.535,1.457,339.643,320.931,283.926,284.549,240.272,234.089,231.958,238.53,210.441,226.738,337.118,216.267,236.099,235.794,211.501,223.061,236.273,215.281,233.368,245.348,234.434,50.8,238.06,242.639,248.407,246.832,251.99,243.338,214.11,216.235,228.751,229.353,54.13,191.6,186.191,189.907,189.907,189.907,189.907,226.887,226.887,226.887,318.429,9.666,237.489,212.259,212.38,234.024,219.033,288.272,272.711,288.594,288.429,48.772,44.502,24.487,61.553,24.082,19.471,19.992,20.232,20.235,21.129,21.58,20.407,25.574,54.773,37.148,58.587,49.182,47.464,50.331,7.481,20.213,127.086,128.061,63.917,56.165,1.899,72.471,46.606,43.548,51.755,92.526,97.361,228.888,52.674,52.418,90.948,24.363,65.761,85.13,61.201,82.053,51.38,52.544,48.222,49.942,53.538,51.884,53.814,53.702,53.464,351.679,147.643,273.546,150.266,151.023,146.519,146.519,521.194,121.797,242.393,265.406,234.89,231.791,244.001,223.925,221.776,220.639,233.977,224.758,52.149,215.162,214.523,208.676,200.98,210.613,198.152,197.218,197.111,191.036,191.921,56.956,189.202,190.145,181.227,171.997,170.632,157.867,158.01,160.561,175.809,164.854,98322.94,583645.951,36144.9,607210.641,618010.641,-226460.36,-198315.06,-194932.76,399812.081,1019991.581,1022743.781,399891.5,20002.1,401836.6,584851.47,579432.351,573401.301,-47239,8767.3,598759.501,434740,3406900,243180,3696400,3707200,68711,151980,289330,4086000,5131500,5211000,747410,414410,786410,1850500,1847300,2429700,94465,601900,3412100,48989.144
566,566,0,nan,nan,0,nan,nan,3.24E+58,0.493098944,421.996,9.34E+21,27207.873,6.81E+25,1.36668E+12,5.75E+21,3.34E+21,6.04E+17,2.37E+17,1.67108E+12,3.10673E+12,2.04531E+12,1.08E+15,1.09E+17,1.8932E+12,1.76651E+11,1.60223E+12,9.23E+27,9.46E+27,9.68E+27,9.52E+27,9.58E+27,9.59E+22,2.91E+26,3.18E+16,-1933198.625,-3424800,1290.711,55.251,10.038,2643262.5,-8.85,187.105,123370600,24.751,336.113,-20.613,148.286,145.827,218747472,-31.268,151.501,-49.363,22998420,5974020608,133.704,2.02E+15,174.384,173.436,-13768453,-16.102,4431434,340.466,-3145177.75,-6371607.5,26009416,16067871,6.90107E+14,49163104256,1.14993E+13,-25938429952,-25938429952,-25938429952,-25938429952,-69785616,-69785616,-69785616,152702.75,1.22701E+12,6462506,-36.92,-49.107,24.567,6664503,1267.812,51810528,654660.75,764929.438,3.37E+21,3.93455E+12,1.33E+15,616372800,1.38E+16,1.71E+17,5.15E+17,6.32E+17,6.48E+17,7.70E+19,5.12E+19,1.52E+19,5.52E+17,7.54E+17,6497.646,118438912,14146193,-1.03411E+14,-1.48E+15,1.7434E+14,1.69E+16,36121500,-42611085312,1.82E+18,4.76E+21,2.53E+23,4.43E+24,4.05E+19,1.12E+18,1.54E+22,2.25E+26,1.46E+25,1.21E+17,1.03E+20,1.92E+20,3.78E+28,7689764864,7.81E+26,1.34E+26,1.68E+17,8.10E+20,1005756608,71079395328,-1120258304,3.22263E+11,408491040,18450022400,50280676,13857614848,7.14E+15,3.75E+25,4.60E+28,9.83E+28,2.12E+26,9.29E+28,3.64E+28,3.64E+28,2.45594E+14,240955.5,1.47E+28,1.54E+28,1.62E+26,1.30E+28,1.05E+28,1.41E+28,1.48E+28,1.50E+28,9.01E+27,1.22E+28,28773868,1.17E+28,1.09E+28,1.27E+28,1.19E+28,9.59E+27,1.10E+28,1.11E+28,1.10E+28,1.17E+28,1.15E+28,3557145.75,1.16E+28,1.14E+28,5.29E+28,3.78E+28,1.48E+26,1.02E+28,1.76E+25,4.96E+24,1.38E+23,7.23E+25,1.96E+15,inf,6.00E+24,-8.67E+24,-8.67E+24,5.97E+28,5.97E+28,6.11E+28,1.56E+34,1.56E+34,-1.46E+25,1.0003E+14,1.14E+18,2.44E+25,1.10E+31,inf,inf,16991,1.08E+22,inf,1.97E+15,inf,6.06E+24,5.98E+24,5.98E+24,5.97E+28,5.97E+28,6.11E+28,1.56E+34,1.56E+34,1269100000,1.0003E+14,1.14E+18,2.44E+25,1.10E+31,inf,inf,161570,1.08E+22,inf,8250.968
567,567,0,621817345.8,621817345.8,0,1217.756995,2940.033825,621813126.6,61.39385459,92.779,286.097,60.697,164.702,180.086,172.364,173.594,173.566,175.114,175.691,177.004,177.44,177.938,33.162,178.327,181.592,178.087,260.935,252.353,245.143,241.501,239.643,290.387,245.166,18.981,286.534,268.287,285.541,249.991,244.955,231.695,223.748,239.521,206.334,228.897,308.968,214.331,236.493,236.11,210.696,222.291,235.862,214.697,233.444,233.518,235.042,46.787,236.009,241.621,241.721,240.165,251.03,243.989,214.839,218.531,232.615,232.839,43.001,192.965,189.014,190.425,190.425,190.425,190.425,217.99,217.99,217.99,320.042,13.693,237.522,212.675,212.529,237.536,222.589,290.687,276.234,290.279,289.926,43.36,42.881,25.834,60.575,24.854,23.69,21.595,21.546,21.547,21.521,22.447,21.755,28.961,46.059,38.206,43.101,42.915,44.068,44.101,15.397,26.773,125.666,133.856,63.718,60.853,1.343,91.677,47.598,43.586,51.766,93.297,96.674,226.356,52.55,51.994,94.348,19.733,70.188,84.659,60.835,82.482,51.305,52.388,45.077,46.108,51.017,51.738,51.802,57.144,54.817,387.704,147.506,321.957,150.239,149.835,149.199,149.199,519.202,25125.414,259.068,291.885,237.438,239.207,269.006,237.418,234.266,233.038,272.282,232.146,45.996,224.251,224.239,220.771,212.529,224.064,210.156,209.52,209.707,204.158,205.165,58.803,202.816,203.869,183.623,175.207,171.651,151.367,157.961,160.585,188.456,164.702,-10865.7,446479.716,30820.8,458323.606,465723.606,-257445.4,-244082.4,-251549.6,236414.606,910263.906,914475.106,382230.3,6981.6,417636,445164.2,437808.976,431735.276,-38832,23912.3,459940.376,346590,3273200,245800,3533300,3540700,71038,152440,270510,3933100,4965000,5048900,717160,387140,792150,1760400,1759300,2297900,99309,544780,3268000,92066.221
568,568,0,71187.07718,71187.07718,0,824.3629957,4321.554466,65972.62869,68.53102447,89.229,302.52,39.578,170.52,179.29,180.906,181.74,176.418,179.224,175.312,176.507,177.046,176.876,28.533,177.266,181.159,176.845,260.616,251.069,244.61,236.886,235.877,290.869,247.947,14.382,242.04,237.542,285.553,231.375,232.774,219.369,216.84,244.433,208.077,228.651,289.881,218.544,240.259,239.756,212.23,223.518,239.553,218.686,216.691,216.405,232.716,46.882,241.82,248.95,220.141,220.026,268.344,256.634,216.668,219.518,227.019,228.909,63.476,189.926,186.598,188.563,188.563,188.563,188.563,214.826,214.826,214.826,320.148,3.653,221.53,216.671,216.943,231.327,220.861,290.296,277.57,289.975,289.934,44.448,43.474,25.139,59.435,24.358,20.219,20.269,20.344,20.345,20.703,21.523,19.283,25.435,55.164,37.235,44.537,44.147,44.491,44.773,10.138,24.823,126.361,133.354,63.533,60.29,2.18,106.651,47.39,44.338,52.541,68.109,100.791,222.678,52.966,52.848,88.095,18.979,56.178,81.577,62.586,85.104,51.31,48.836,45.436,46.196,50.417,52.022,50.641,50.361,52.244,365.386,146.654,321.468,150.543,151.057,148.44,148.44,519.818,130.129,257.166,288.456,242,240.969,265.636,237.367,234.297,233.118,265.976,231.989,45.873,220.364,220.663,222.093,207.802,218.252,202.187,200.933,200.642,195.851,195.782,42.55,193.393,193.945,183.594,173.635,171.915,163.339,165.672,163.644,192.605,170.48,738.3,519450.866,-1196.3,504619.836,515019.836,-177729.2,-177831.2,-167419.11,339233.226,990528.326,991865.926,418248.5,63509.4,395852.5,468187.95,497675.49,518994.49,-40903,12686.4,537520.19,363310,3513100,236350,3797800,3808200,127650,209510,326930,4246200,5318100,5408000,750480,430610,762070,1778600,1868600,2545200,93841,589490,3523500,97270.574
569,569,0,61533.6037,61533.6037,0,634.2482534,2615.357432,58268.01608,15.98193463,94.715,281.13,62.699,166.068,180.038,173.988,174.996,173.942,175.707,175.841,176.895,177.158,177.232,27.127,177.845,179.238,177.309,260.703,250.97,244.66,237.645,236.945,290.507,245.945,15.464,290.939,284.479,283.874,271.035,239.854,231.844,229.162,242.555,208.285,227.949,324.647,215.109,237.754,237.353,210.61,220.648,238.353,213.97,231.419,228.899,234.5,46.746,241.357,245.071,231.706,232.079,253.405,246.025,213.782,216.144,230.599,231.631,64.769,186.025,186.962,187.764,187.764,187.764,187.764,222.66,222.66,222.66,318.443,15.301,231.702,212.048,212.02,235.204,219.957,288.159,272.149,286.664,286.608,47.753,43.863,25.376,60.484,24.137,23.214,20.576,20.409,20.429,19.687,21.99,19.308,25.699,49.9,37.652,47.149,45.315,45.947,49.538,17.92,25.08,125.458,132.361,68.392,62.455,1.169,79.801,46.515,44.22,51.855,92.033,102.158,227.133,52.8,52.126,86.31,22.71,66.51,85.336,63.253,79.63,51.352,54.096,45.428,47.89,51.706,52.274,53.253,59.847,56.907,372.815,146.793,321.903,150.289,151.04,147.915,147.915,530.411,96.279,255.718,283.88,237.818,238.406,262.594,237.228,233.829,232.542,263.721,231.558,50.409,223.748,223.261,220.183,211.299,220.989,208.233,207.544,207.687,202.013,202.99,61.16,200.581,201.601,181.758,174.098,171.432,155.134,159.875,163.299,184.939,166.036,145581.52,836579.446,2017.5,815416.757,825316.757,-168866.987,-171759.987,-134711.197,682883.36,1308760.56,1313167.86,361374.4,107625.8,342273.9,623651.42,631802.422,761243.902,-41355,54642.3,846949.202,368640,3256000,238040,3511300,3521200,80109,164200,273460,3909200,4896100,4983200,727330,429500,745630,1732100,1753500,2312600,90864,542040,3251500,46973.459
570,570,0,65141.42765,65141.42765,0,658.4080061,3040.721352,61200.10235,242.1959413,99.147,264.595,63.237,165.282,181.983,171.837,172.655,173.051,173.986,175.815,177.871,178.238,177.282,28.098,177.792,183.564,176.982,260.504,250.604,244.431,233.1,232.201,290.36,246.485,14.581,280.402,273.269,285.555,261.11,242.932,227.304,223.146,251.025,206.982,228.798,298.382,213.18,237.363,236.612,210.545,220.456,232.009,212.244,234.208,229.178,234.357,48.304,230.141,231.738,236.494,235.239,247.569,253.36,213.853,219.536,241.766,243.062,36.273,189.928,186.43,190.14,190.14,190.14,190.14,218.327,218.327,218.327,320.059,-3.003,234.767,211.603,210.877,235.838,224.237,292.189,274.79,288.764,288.556,47.47,44.316,24.384,60.846,23.595,20.418,19.994,20.178,20.21,21.147,21.218,17.116,24.7,38.114,38.832,46.967,45.756,46.3,48.687,16.673,26.929,126.013,129.019,60.387,59.799,1.143,73.864,45.768,49.723,53.767,86.692,90.303,221.657,55.349,55.346,84.016,23.263,63.548,75.256,59.438,76.848,51.779,50.967,45.675,48.082,52.114,52.568,53.006,52.689,52.756,352.251,146.41,296.838,150.321,147.217,147.706,147.706,525.667,139.288,252.103,287.562,237.508,237.531,264.043,235.554,232.235,231.036,264.11,229.98,46.143,218.463,217.795,220.163,207.012,212.114,199.631,198.441,197.899,194.978,194.488,62.588,192.455,192.687,181.202,171.907,170.99,152.483,158.381,162.563,183.687,165.269,102113.7,563659.77,4063.1,550541.851,560341.851,-152784.88,-157583.88,-153725.83,409001.021,1131558.221,1132683.021,404760.5,82166.3,363988.1,512499.48,512532.71,514780.24,-40337,59274.5,574127.94,501290,3347600,250980,3620500,3630300,90951,172650,285950,4040500,5189400,5271300,759370,412720,754680,1873500,1874500,2400900,93720,537360,3337600,182861.087
571,571,0,621817345.8,621817345.8,0,1217.756995,2940.033825,621813126.6,61.39385459,92.779,286.097,60.697,164.702,180.086,172.364,173.594,173.566,175.114,175.691,177.004,177.44,177.938,33.162,178.327,181.592,178.087,260.935,252.353,245.143,241.501,239.643,290.387,245.166,18.981,286.534,268.287,285.541,249.991,244.955,231.695,223.748,239.521,206.334,228.897,308.968,214.331,236.493,236.11,210.696,222.291,235.862,214.697,233.444,233.518,235.042,46.787,236.009,241.621,241.721,240.165,251.03,243.989,214.839,218.531,232.615,232.839,43.001,192.965,189.014,190.425,190.425,190.425,190.425,217.99,217.99,217.99,320.042,13.693,237.522,212.675,212.529,237.536,222.589,290.687,276.234,290.279,289.926,43.36,42.881,25.834,60.575,24.854,23.69,21.595,21.546,21.547,21.521,22.447,21.755,28.961,46.059,38.206,43.101,42.915,44.068,44.101,15.397,26.773,125.666,133.856,63.718,60.853,1.343,91.677,47.598,43.586,51.766,93.297,96.674,226.356,52.55,51.994,94.348,19.733,70.188,84.659,60.835,82.482,51.305,52.388,45.077,46.108,51.017,51.738,51.802,57.144,54.817,387.704,147.506,321.957,150.239,149.835,149.199,149.199,519.202,25125.414,259.068,291.885,237.438,239.207,269.006,237.418,234.266,233.038,272.282,232.146,45.996,224.251,224.239,220.771,212.529,224.064,210.156,209.52,209.707,204.158,205.165,58.803,202.816,203.869,183.623,175.207,171.651,151.367,157.961,160.585,188.456,164.702,-10865.7,446479.716,30820.8,458323.606,465723.606,-257445.4,-244082.4,-251549.6,236414.606,910263.906,914475.106,382230.3,6981.6,417636,445164.2,437808.976,431735.276,-38832,23912.3,459940.376,346590,3273200,245800,3533300,3540700,71038,152440,270510,3933100,4965000,5048900,717160,387140,792150,1760400,1759300,2297900,99309,544780,3268000,92066.221
572,572,0,54136.46427,54136.46427,0,828.0752897,3799.848691,49501.87788,6.662415503,96.332,302.563,62.621,163.962,179.035,173.963,174.306,173.579,174.207,175.529,176.682,176.851,175.491,27.316,177.322,179.323,176.868,243.147,238.833,235.899,230.802,230.665,290.312,245.894,16.331,281.359,273.397,285.56,262.091,241.13,229.027,224.152,254.104,207.166,231.124,336.576,212.156,242.752,242.337,210.601,220.495,240.886,212.854,232.748,229.197,239.87,47.217,239.532,241.333,234.434,233.291,251.422,255.74,213.808,218.278,241.837,243.597,56.986,185.423,186.453,188.816,188.816,188.816,188.816,219.665,219.665,219.665,320.061,17.208,232.685,210.643,210.419,231.621,221.718,290.536,278.575,286.171,286.116,47.384,44.513,24.775,60.876,23.909,20.692,20.657,20.745,20.712,21.309,21.526,19.063,25.235,52.852,38.05,47.162,45.937,46.402,48.663,20.338,24.243,126.988,135.391,69.8,62.455,1.358,89.753,45.223,43.519,49.663,93.717,100.138,224.822,51.258,50.579,93.331,22.147,68.832,84.239,63.028,83.489,51.738,52.084,46.029,47.335,51.636,52.806,52.477,60.693,57.17,352.365,146.803,318.378,150.273,148.769,147.946,147.946,545.959,123.036,252.308,275.642,241.241,239.036,257.164,234.817,232.375,231.391,247.796,231.699,45.719,222.576,222.092,220.956,209.524,219.153,205.32,204.403,204.444,198.315,199.14,52.543,196.412,197.448,183.296,174.577,171.884,156.392,158.286,161.96,181.219,164.06,183356.41,773761.211,17169.1,785033.881,796133.881,-229373.92,-202328.62,-153827.96,635880.521,1237880.521,1244121.221,380042.1,24978.3,364110.5,777520.809,770231.271,756543.571,-47608,13872.4,778421.671,490630,3545000,269250,3875100,3886200,69123,151670,283390,4280200,5278500,5375500,712730,353090,732860,1849200,1847300,2499300,93609,574480,3509000,30328.695
573,573,0,65141.42765,65141.42765,0,658.4080061,3040.721352,61200.10235,242.1959413,99.147,264.595,63.237,165.282,181.983,171.837,172.655,173.051,173.986,175.815,177.871,178.238,177.282,28.098,177.792,183.564,176.982,260.504,250.604,244.431,233.1,232.201,290.36,246.485,14.581,280.402,273.269,285.555,261.11,242.932,227.304,223.146,251.025,206.982,228.798,298.382,213.18,237.363,236.612,210.545,220.456,232.009,212.244,234.208,229.178,234.357,48.304,230.141,231.738,236.494,235.239,247.569,253.36,213.853,219.536,241.766,243.062,36.273,189.928,186.43,190.14,190.14,190.14,190.14,218.327,218.327,218.327,320.059,-3.003,234.767,211.603,210.877,235.838,224.237,292.189,274.79,288.764,288.556,47.47,44.316,24.384,60.846,23.595,20.418,19.994,20.178,20.21,21.147,21.218,17.116,24.7,38.114,38.832,46.967,45.756,46.3,48.687,16.673,26.929,126.013,129.019,60.387,59.799,1.143,73.864,45.768,49.723,53.767,86.692,90.303,221.657,55.349,55.346,84.016,23.263,63.548,75.256,59.438,76.848,51.779,50.967,45.675,48.082,52.114,52.568,53.006,52.689,52.756,352.251,146.41,296.838,150.321,147.217,147.706,147.706,525.667,139.288,252.103,287.562,237.508,237.531,264.043,235.554,232.235,231.036,264.11,229.98,46.143,218.463,217.795,220.163,207.012,212.114,199.631,198.441,197.899,194.978,194.488,62.588,192.455,192.687,181.202,171.907,170.99,152.483,158.381,162.563,183.687,165.269,102113.7,563659.77,4063.1,550541.851,560341.851,-152784.88,-157583.88,-153725.83,409001.021,1131558.221,1132683.021,404760.5,82166.3,363988.1,512499.48,512532.71,514780.24,-40337,59274.5,574127.94,501290,3347600,250980,3620500,3630300,90951,172650,285950,4040500,5189400,5271300,759370,412720,754680,1873500,1874500,2400900,93720,537360,3337600,182861.087
574,574,0,nan,nan,0,nan,nan,7.54E+62,0.016547067,6.36E+17,2.49E+23,1.54E+20,7457.745,1530483328,22295.842,22488.824,45824.098,13006.037,874105.938,718444.562,723958.125,23386070,1.08E+15,13035183,1992361344,5566786,237.462,228.764,226.494,209.497,211.786,290.477,244.388,6.54E+18,437804384,698702912,339080.906,915836928,12680211456,28582791168,39490904064,192174624,10950138880,1.3057E+11,1525.704,77577846784,148.286,145.827,2.58778E+11,3.19163E+11,151.501,1.82257E+11,1458063488,1.45164E+12,30734502,7.53E+22,342909184,34544.812,6.97616E+11,4.79148E+11,187.149,55578.719,1.60728E+11,54556106752,3177701120,2336996864,1014048192,4.64002E+12,4.00886E+13,2.15163E+14,2.15163E+14,2.15163E+14,2.15163E+14,48189038592,48189038592,48189038592,12403.078,3.77E+20,40047714304,1.0363E+12,3.7721E+11,2712921088,33230147584,5759523.5,277.632,290.495,290.388,-36135489536,1.48469E+14,7.33042E+14,1.39E+22,4.50E+15,3.41E+19,1.38E+20,1.32E+20,1.55E+20,1.90E+23,1.03E+23,3.54E+22,7.06E+19,15992363008,6.85E+21,3.36E+15,1.71E+15,-76652060672,-2.04E+20,1.43E+19,1.20E+19,3.05E+18,-4.19E+16,4.535,-95.226,2.75E+31,83.542,11265819,942252.812,1003532352,93979885568,109737656,196.904,1315789184,1252165504,9.78387E+13,7.81E+16,3.36347E+11,3.10429E+11,69.074,671.043,1488.564,215969664,4834590720,2515265024,50383.105,5.198,1.21E+22,3727061.5,64647.551,389.062,100.505,28170044,112.931,148.333,147.907,147.907,524.041,1.33E+20,225.322,259.782,237.41,215.219,236.065,210.278,208.548,207.278,230.064,209.244,5.60E+21,205.953,198.147,195.727,180.783,190.434,177.037,176.15,176.569,167.12,168.52,9.16E+20,163.531,164.838,910.383,137.274,172.085,156.162,161.742,163.638,67696.477,7039.338,3.30E+17,4.91E+30,8.97E+25,-2.81E+29,-2.81E+29,4.49E+16,4.49E+16,1.66E+28,inf,inf,-4.84E+29,374594.6,5.16E+28,7.1242E+14,2.79E+27,2.79E+27,2.79E+27,-1872,-6.0014E+13,4.91E+30,2.37E+20,4.91E+30,4.36E+29,1.55E+29,1.55E+29,4.49E+16,4.49E+16,1.66E+28,inf,inf,1.39E+21,779660,5.18E+28,7.1242E+14,2.79E+27,2.79E+27,2.79E+27,106530,2.02E+18,4.91E+30,1511.466
575,575,0,71049.14035,71049.14035,0,1048.675994,2172.662293,67801.97086,25.8312076,104.182,255.672,33.538,161.676,178.537,183.001,181.028,175.558,177.08,175.175,176.248,176.622,176.534,28.635,177.353,179.568,176.768,260.932,251.295,244.753,236.497,235.407,292.786,258.248,14.81,340.77,335.817,283.818,299.506,237.719,233.607,230.183,252.661,209.68,221.049,336.81,214.131,241.548,241.098,209.729,218.502,239.435,214.329,237.271,244.908,240.742,56.521,238.996,240.597,247.964,244.276,249.567,255.299,213.169,214.983,238.005,238.017,46.609,186.746,186.242,187.722,187.722,187.722,187.722,225.344,225.344,225.344,318.324,13.094,232.777,211.826,211.937,233.205,216.121,290.151,270.967,286.349,286.25,46.129,44.367,24.947,41.751,23.736,21.204,21.343,21.425,21.39,21.734,21.838,20.179,25.772,50.882,36.245,45.666,45.52,45.287,46.871,9.271,21.244,125.488,101.409,63.255,60.726,1.353,89.859,47.382,46.038,52.359,83.915,93.393,219.663,52.582,52.352,82.893,24.149,64.952,83.969,64.133,75.625,51.362,50.235,45.152,46.357,51.672,52.213,40.83,58.807,55.07,376.913,145.745,321.932,150.29,146.3,146.094,146.094,546.72,130.131,256.088,287.613,237.92,237.73,264.727,237.348,233.437,232.035,266.542,230.27,40.403,221.125,220.317,219.734,208.931,217,203.903,203.043,203.037,197.895,198.452,39.599,196.065,196.901,182.38,173.457,171.32,150.241,161.047,161.316,204.89,161.984,9722.2,578972.907,15216.3,571664.578,583364.578,-224282.6,-211723.6,-213180.7,386702.178,1051690.278,1059987.378,353638.9,5061.8,341997.1,332705.9,333637.14,448880.2,-34162,144674.84,588767.54,434910,3205500,289610,3504500,3516200,72582,153320,244470,3874900,4907300,4985200,761500,377040,786120,1844000,1890800,2319500,84270,557240,3191200,59718.683
576,576,0,66960.73325,66960.73325,0,926.2571601,2680.923406,63168.67671,184.8759696,99.154,301.415,37.289,166.524,179.795,171.805,172.517,172.075,173.287,172.465,175.156,175.76,176.85,28.612,177.465,181.513,176.865,260.447,250.586,244.431,233.427,232.502,291.88,249.74,15.306,298.372,292.664,285.529,256.751,248.198,245.672,244.211,247.351,209.965,245.314,336.693,244.043,246.039,245.97,212.518,244.155,246.385,242.971,234.328,243.408,245.236,47.18,248.906,256.863,244.171,246.113,267.24,250.388,214.353,220.491,245.404,245.477,53.099,186.14,186.311,188.763,188.763,188.763,188.763,225.531,225.531,225.531,320.047,-5.894,247.97,242.716,242.846,247.897,246.01,288.256,276.209,288.077,287.537,45.293,44.047,26.108,58.593,25.163,22.861,21.743,21.808,21.862,18.724,22.698,20.42,25.797,55.291,38.258,45.216,45.149,44.725,45.421,4.601,25.354,125.997,113.132,66.024,61.299,1.325,114.53,47.065,44.57,51.108,93.411,99.825,227.455,52.03,50.667,94.663,22.003,71.325,84.305,61.29,83.99,52.223,50.852,45.082,46.087,52.752,53.013,51.349,58.894,56.943,374.514,147.207,314.493,150.519,150.851,149.239,149.239,511.406,136.858,252.745,287.242,238.387,238.156,263.965,235.709,232.441,231.251,263.774,230.342,45.443,218.664,218.195,220.472,207.111,213.528,200.234,199.062,198.736,195.142,194.679,40.992,192.572,192.804,181.912,172.184,171.199,157.343,160.277,160.635,180.937,166.472,-2854.9,592623.193,-4777.8,561794.617,572594.617,-200156.56,-186734.56,-185416.66,382636.357,1096579.557,1099064.457,393631.8,17667.1,412041.4,461935.992,467383.593,507720.113,-48031,5831.8,603695.713,462670,3326000,241330,3580500,3591300,106360,193900,291200,3992300,5085800,5165600,771490,367990,829620,1923200,1939000,2362100,89779,567060,3309800,159763.696
577,577,0,71854.70234,71854.70234,0,1171.09805,3868.311434,66578.10841,237.1844414,105.904,302.529,39.809,167.517,179.276,170.558,171.235,171.529,172.199,173.908,175.376,176.04,176.955,28.12,177.644,180.881,177.208,235.399,233.031,231.624,229.213,229.339,290.337,253.139,18.482,228.667,220.781,285.417,214.267,215.289,209.374,208.014,231.917,202.611,213.034,317.081,209.54,227.278,226.615,206.265,211.139,225.482,209.691,208.324,208.307,221.467,46.507,228.887,227.07,209.375,209.341,239.499,251.668,208.874,209.119,214.463,215.914,42.507,191.644,186.459,188.521,188.521,188.521,188.521,207.13,207.13,207.13,319.922,1.439,209.583,208.828,208.992,214.401,209.548,285.151,271.714,287.513,287.477,49.445,46.24,25.374,63.623,24.191,20.583,20.504,20.476,20.491,20.182,22.166,22.328,25.795,44.383,43.798,50.526,49.233,48.146,51.454,-3.279,24.877,129.273,131.504,67.075,62.722,1.301,73.905,45.703,43.127,51.304,86.801,100.425,228.585,52.349,51.652,87.844,22.033,63.828,85.365,59.147,83.546,53.108,52.548,47.135,49.047,55.49,53.002,59.697,54.998,54.159,352.234,146.344,317.725,150.298,150.527,146.678,146.678,523.294,139.299,250.858,266.168,237.568,238.453,247.272,234.669,233.133,232.296,238.604,233.546,56.288,227.982,227.234,222.326,217.056,223.128,215.176,214.678,214.731,209.622,210.658,52.185,207.967,208.856,184.787,181.062,172.689,157.367,166.733,160.656,185.365,167.468,-2464.6,382128.392,43372.2,413495.942,423195.942,-284444.4,-256277.9,-208820.09,214732.252,959331.552,966822.752,347164.3,1424.4,338654.4,345151.8,346088.352,361695.352,-47206,146.5,396699.952,394200,3338300,279940,3670700,3680400,87453,174370,313350,4113300,5228900,5313600,770590,432570,798140,1819100,1823000,2378800,93259,549370,3315800,180959.324
