run_id,input_run_id,failed_flag,phi,meas_phi,regul_phi,BASFLO,GGFLO,HEADS,PMPCHG,HO_0,HO_1,HO_10,HO_100,HO_101,HO_102,HO_103,HO_104,HO_105,HO_106,HO_107,HO_108,HO_109,HO_11,HO_110,HO_111,HO_112,HO_113,HO_114,HO_115,HO_116,HO_117,HO_118,HO_119,HO_12,HO_120,HO_121,HO_122,HO_123,HO_124,HO_125,HO_126,HO_127,HO_128,HO_129,HO_13,HO_130,HO_131,HO_132,HO_133,HO_134,HO_135,HO_136,HO_137,HO_138,HO_139,HO_14,HO_140,HO_141,HO_142,HO_143,HO_144,HO_145,HO_146,HO_147,HO_148,HO_149,HO_15,HO_150,HO_151,HO_152,HO_153,HO_154,HO_155,HO_156,HO_157,HO_158,HO_159,HO_16,HO_160,HO_161,HO_162,HO_163,HO_164,HO_165,HO_166,HO_167,HO_168,HO_17,HO_18,HO_19,HO_2,HO_20,HO_21,HO_22,HO_23,HO_24,HO_25,HO_26,HO_27,HO_28,HO_29,HO_3,HO_30,HO_31,HO_32,HO_33,HO_34,HO_35,HO_36,HO_37,HO_38,HO_39,HO_4,HO_40,HO_41,HO_42,HO_43,HO_44,HO_45,HO_46,HO_47,HO_48,HO_49,HO_5,HO_50,HO_51,HO_52,HO_53,HO_54,HO_55,HO_56,HO_57,HO_58,HO_59,HO_6,HO_60,HO_61,HO_62,HO_63,HO_64,HO_65,HO_66,HO_67,HO_68,HO_69,HO_7,HO_70,HO_71,HO_72,HO_73,HO_74,HO_75,HO_76,HO_77,HO_78,HO_79,HO_8,HO_80,HO_81,HO_82,HO_83,HO_84,HO_85,HO_86,HO_87,HO_88,HO_89,HO_9,HO_90,HO_91,HO_92,HO_93,HO_94,HO_95,HO_96,HO_97,HO_98,HO_99,BSFLO_1,BSFLO_10,BSFLO_11,BSFLO_12,BSFLO_13,BSFLO_14,BSFLO_15,BSFLO_16,BSFLO_17,BSFLO_18,BSFLO_19,BSFLO_2,BSFLO_20,BSFLO_3,BSFLO_4,BSFLO_5,BSFLO_6,BSFLO_7,BSFLO_8,BSFLO_9,GFLO_1,GFLO_10,GFLO_11,GFLO_12,GFLO_13,GFLO_14,GFLO_15,GFLO_16,GFLO_17,GFLO_18,GFLO_19,GFLO_2,GFLO_20,GFLO_3,GFLO_4,GFLO_5,GFLO_6,GFLO_7,GFLO_8,GFLO_9,PMPCHG
198,198,0,66951.38168,66951.38168,0,1246.849207,3314.590351,62373.24714,16.69497454,94.662,263.037,52.814,165.74,178.992,168.983,169.346,169.928,170.266,172.903,172.887,173.111,176.658,28.047,177.486,180.9,176.838,260.478,250.64,244.474,234.901,234.142,290.346,244.63,15.616,260.82,251.67,285.459,240.539,234.617,223.78,220.916,252.609,207.225,228.767,304.819,215.048,242.481,242.079,211.439,223.243,241.643,215.15,223.718,221.145,239.136,46.948,242.363,243.457,222.934,222.642,252.89,254.514,214.551,216.199,233.827,236.2,68.84,189.343,186.375,188.386,188.386,188.386,188.386,218.305,218.305,218.305,319.96,16.546,223.845,211.963,212.121,232.911,218.387,288.88,270.661,285.284,285.218,47.386,44.255,24.203,53.223,23.832,20.422,20.49,20.579,20.573,20.149,21.259,19.965,26.172,47.391,36.642,46.997,45.653,46.318,49.199,16.602,24.658,112.966,110.287,67.643,61.065,1.482,100.558,48.785,46.678,53.183,92.382,101.109,228.704,53.402,53.111,87.109,20.5,66.106,84.976,62.043,81.445,51.518,53.986,46.327,49.134,51.088,52.487,50.36,58.737,55.791,370.861,145.449,301.013,150.237,150.964,146.605,146.605,519.276,123.611,253.33,285.249,238.342,237.6,263.326,236.003,232.688,231.48,263.27,230.3,44.465,220.693,220.021,220.341,209.318,216.013,203.72,202.828,202.76,198.096,198.416,52.181,196.194,196.843,182.134,173.622,172.085,152.218,157.83,160.648,172.76,165.684,-33727.4,450386.723,-2154.8,425881.231,434381.231,-273013.8,-269487.8,-248140.34,177797.191,776667.291,785802.191,408378.6,90873.7,364571.9,371813.2,400699.223,437594.123,-29089,15933.2,459667.823,434990,3374000,238800,3630600,3639100,69458,152910,282730,4028900,5042300,5123100,795770,423210,788030,1838400,1886500,2466400,93190,589040,3364900,48009.894
199,199,0,nan,nan,0,nan,nan,3.86E+57,0.751286028,5.04E+26,2.88E+20,2.25E+20,4.94E+17,43902857216,4.48E+16,2.11E+16,7.23E+16,4.53E+15,16981675008,1.31265E+12,4.42902E+13,2.54868E+13,5.1958E+14,-20693530,-4155060480,-3911261.75,538.265,509.893,572.941,311.767,338.935,7731.038,3203882.25,1.09E+22,1.41E+20,1.52E+20,8.51E+15,6.63E+22,2.66E+19,2.71E+21,6.27E+21,1.17E+21,1.56E+20,3.13E+19,9999.437,8.40E+19,1.96E+20,1.98E+20,7.14E+19,9.79E+18,8.23E+19,1.56E+19,5.68E+19,1.55E+20,7.13E+19,4.31E+18,2.25E+18,1.07E+16,2.77E+19,2.65E+19,18292195328,6.45E+17,6.82E+18,8.30E+18,4.87E+18,8.28E+18,18308202,1.02E+18,1.11E+18,1.08E+19,1.08E+19,1.08E+19,1.08E+19,1.22E+20,1.22E+20,1.22E+20,1.04E+19,8.76E+24,1.55E+19,3.15E+19,3.61E+19,9.00E+19,4.49E+18,1.51E+19,1.07E+27,9.05E+24,8.50E+24,8.36E+19,3.37E+22,67503448,3.37E+18,2364076544,7.75E+19,5.64E+17,1.98E+18,2.07E+18,4.24E+22,2.33E+21,7.90E+19,1846158208,317849184,4.54E+20,-22600102,5.11E+28,5.35E+20,-4.97E+19,3.58E+23,7.13E+19,162101152,42322.551,2820681984,9.87166E+12,4.50E+26,2.42E+15,4.91836E+11,1.28364E+11,8.52E+15,1330.04,51.235,222.711,4.08E+15,7.11E+15,330109.281,3.53E+28,437.497,7065.052,47777722368,12195657,1.43318E+11,-1379325184,-2.2072E+11,8.88851E+11,1.41737E+12,7.92752E+11,1.58E+17,-208.811,-213.68,353.247,5.68108E+13,973.737,9933644,3.80298E+11,1.57346E+12,1.57346E+12,511.408,14125804544,260.903,279.366,237.178,205.263,242.014,262.681,227.98,217.973,294.675,192.856,1.95E+17,177.207,175.895,179.066,166.141,167.338,152.569,151.208,150.495,177.42,162.717,-2.38816E+12,199.8,180.798,9630920,3181470720,236841.688,35048509440,5.75E+16,-1.51769E+13,4.92524E+11,5.90E+17,1.97E+24,-8.89E+32,-6.91E+25,-8.89E+32,-8.89E+32,6.34E+33,6.34E+33,-5.04E+17,inf,inf,inf,4.89E+36,4.02E+21,-8.89E+32,-8.89E+32,-8.89E+32,-8.89E+32,-44791,-8457005.8,-8.89E+32,1.97E+24,3.54E+27,3.84E+25,1.72E+27,1.72E+27,6.34E+33,6.34E+33,0,inf,inf,inf,4.89E+36,4.02E+21,3.13E+21,1.98E+29,8.05E+23,3.54E+27,78025,13233000000,3.54E+27,10184.519
200,200,0,nan,nan,0,nan,nan,5.15E+61,1.658294912,1.70E+21,794041.25,5.80E+16,2.88767E+13,-1.67923E+11,3.74545E+11,3.55071E+11,73613819904,8285518848,-8737101824,-23159515136,-27981402112,-32092956672,5.43E+21,-48486473728,-82747785216,-34379476992,4.85E+24,4.47E+24,5.04E+24,2.58E+24,2.98E+24,1.47E+21,1.17E+25,9.58E+29,-859837760,-1078067712,10002.303,55.251,10.038,-13.961,-8.85,170.756,-1221374080,24.751,1.53E+22,-20.613,427.503,472.308,-98122304,-31.268,328.146,-49.363,-15074912,-22.713,149.081,-1.51E+19,178.872,179.846,-29091986,-16.102,199.005,195.923,-616975.75,-1877980.5,109.708,125.452,6.69184E+11,-78.977,-3.41995E+11,-4.38326E+11,-4.38326E+11,-4.38326E+11,-4.38326E+11,-822955904,-822955904,-822955904,269.67,2.76E+25,-33.258,-36.92,-49.107,24.567,-28.66,2573.276,619652672,107014.102,100249.406,4.05E+16,12420749312,6.70E+20,1.7892E+14,3.84E+21,2.04E+27,4.08E+27,6.37E+27,6.38E+27,3.60E+30,3.00E+26,7.14E+28,6.65E+25,1.08E+22,2.98007E+14,-2.96381E+11,1.04E+28,2.02428E+12,-4.10786E+13,1.98E+27,4.22E+26,7.79E+19,-1.88E+17,2.27E+19,1.26E+15,5.76E+20,4.13E+16,66677448704,-31.04,6.33E+16,1.23E+23,1.68E+22,40743284736,7.38E+15,1.86461E+13,2.52E+23,7.39111E+14,3.05E+23,4.52E+22,3.29E+18,5.52E+21,4.59E+15,4.1403E+13,-391739552,1.1531E+14,2.45E+20,3.80E+16,3.62279E+11,8.27853E+11,5.144E+14,1.15E+22,4.67E+30,1.41E+30,2.08E+25,4.07E+29,2.60E+30,2.60E+30,1881.673,3542.453,1.69E+24,1.23E+24,9.75E+21,6.41E+23,7.02E+23,1.42E+25,2.09E+25,2.24E+25,2.20E+24,2.17E+23,3.38618E+12,5.65E+22,4.13E+22,5.06E+23,2.92E+23,7.91E+23,1.19E+24,1.30E+24,1.41E+24,2.98E+24,3.14E+24,6.66858E+13,6.20E+24,6.42E+24,4.23E+29,1.18E+28,6.36E+26,9.98E+27,5.05E+25,1.51E+22,45349195776,3.25629E+13,3.70E+15,inf,4.91E+20,1.05E+34,1.05E+34,4.39E+23,4.39E+23,-1.11E+22,inf,inf,-3.51E+30,1.36E+21,4.83E+25,-9.32E+21,-9.32E+21,inf,inf,429322350,1.86E+19,inf,3.70E+15,inf,1.28E+24,1.05E+34,1.05E+34,4.39E+23,4.39E+23,0,inf,inf,9.98E+25,1.88E+21,4.83E+25,3.7926E+13,1.51E+15,inf,inf,7626800000,1.87E+19,inf,15131.039
201,201,0,nan,nan,0,nan,nan,4.37E+59,62.74535686,6.26E+29,18111.479,6.23846E+12,165.717,178.365,173.247,173.735,172.308,173.333,174.205,175.742,176.253,176.5,2.44E+24,177.451,181.249,176.729,237.238,234.436,232.123,230.135,229.777,291.416,249.485,1.75E+24,258.69,253.098,285.403,243.157,237.784,219.443,215.548,250.079,204.969,228.023,1.09E+20,213.126,239.584,238.854,208.768,219.283,235.852,212.982,218.04,217.632,228.091,2.64E+15,233.543,228.112,222.848,222.472,240.568,255.713,214.515,216.361,228.771,231.244,2.35E+24,188.091,186.168,188.258,188.258,188.258,188.258,212.474,212.474,212.474,319.904,1.31E+22,224.123,212.083,211.913,234.561,218.59,288.6,274.329,288.243,287.432,4.50E+16,35590782976,4.77E+22,317.254,1.44E+21,1.91E+18,4.09E+17,4.80E+18,-1.46E+15,1.88E+26,3.16E+25,5.73E+22,2.17E+19,3.41E+24,7.25E+17,7.93E+23,5.69E+18,1.60E+21,3.74E+15,2.66E+20,-1.38187E+12,-232913.453,-576902,6.50659E+12,5.06E+23,5.25E+19,3.91E+25,2.76E+23,1.13E+22,1.81E+26,2.36E+16,5.94E+19,7.41546E+11,1.84E+26,1.53E+26,1.40E+22,2.13E+29,2.11E+16,7.86E+18,1.09E+18,6.62E+23,5.34E+21,4.21E+25,8.52E+16,4.31E+25,1.85E+24,1.55E+22,625.167,5.80E+24,2.37E+23,351.971,146.327,293.56,150.378,151.095,147.236,147.236,568.712,742283.438,254.686,271.047,243.139,241.005,253.249,236.694,234.713,233.78,243.065,234.731,278.848,227.598,227.141,222.779,214.653,223.024,212.506,211.833,211.907,206.024,207.207,62.421,204.691,205.815,183.596,176.752,172.02,159.006,160.251,160.632,184.527,165.672,107017.2,inf,-1.20E+24,1.57E+32,1.56E+32,inf,inf,inf,inf,inf,inf,389963,4.67E+29,385107,500795.2,536056.458,612422.818,-1.35E+21,1.16E+21,inf,408900,inf,7.89E+23,1.57E+32,1.56E+32,inf,inf,inf,inf,inf,inf,758870,4.67E+29,791930,1866400,1926700,2511800,1.74E+23,1.79E+23,inf,93074.061
202,202,0,77864.13448,77864.13448,0,947.8472629,3030.696276,73879.00291,6.588032772,96.309,302.52,52.14,166.331,188.442,172.39,173.218,173.788,174.898,182.484,183.628,183.693,186.283,30.791,186.741,186.709,186.566,260.628,252.362,245.058,237.559,234.731,291.888,250.591,19.724,230.413,224.272,284.195,219.9,214.935,208.954,207.394,226.216,201.462,210.599,336.395,207.396,220.929,220.391,203.286,208.219,220.081,206.38,207.069,207.242,216.65,46.492,225.806,228.426,212.013,211.768,237.717,239.643,213.626,213.547,217.65,218.786,68.417,191.655,192.302,193.096,193.096,193.096,193.096,205.682,205.682,205.682,318.7,16.727,214.545,206.4,206.019,215.119,215.207,282.353,273.404,286.432,286.375,46.566,44.74,25.245,56.793,24.526,22.606,21.549,21.58,21.675,21.382,22.026,20.118,26.097,52.896,36.805,46.566,46.239,45.922,46.922,21.318,25.039,126.531,126.828,64.001,60.493,2.159,75.119,51.162,44.869,55.062,90.615,99.54,228.309,53.764,53.758,91.459,18.944,62.058,84.243,59.774,84.507,51.242,52.75,45.703,46.634,51.56,52.39,50.88,56.816,56.655,400.189,145.392,321.897,150.19,150.811,146.524,146.524,517.928,129.989,258.838,298.868,238.05,238.147,267.89,237.352,233.237,231.802,273.048,230.216,45.923,218.629,217.947,220.277,206.808,213.117,199.959,198.798,198.511,194.727,194.354,53.177,192.184,192.512,182.036,171.905,170.928,152.523,158.304,162.238,181.677,166.281,49337.3,378442.499,-3569.1,360914.999,371714.999,-208172.93,-194698.93,-191439.22,196317.779,803772.279,810995.979,380461.7,8093.3,336882.5,390890.1,407584.09,376173.89,-43886,10713.8,385525.79,424730,3324500,279050,3635500,3646300,66611,151130,279520,4044300,5045900,5138300,742630,405840,731630,1761500,1787300,2389700,80116,530660,3314200,30158.917
203,203,0,nan,nan,0,nan,nan,4.37E+59,62.74535686,6.26E+29,18111.479,6.23846E+12,165.717,178.365,173.247,173.735,172.308,173.333,174.205,175.742,176.253,176.5,2.44E+24,177.451,181.249,176.729,237.238,234.436,232.123,230.135,229.777,291.416,249.485,1.75E+24,258.69,253.098,285.403,243.157,237.784,219.443,215.548,250.079,204.969,228.023,1.09E+20,213.126,239.584,238.854,208.768,219.283,235.852,212.982,218.04,217.632,228.091,2.64E+15,233.543,228.112,222.848,222.472,240.568,255.713,214.515,216.361,228.771,231.244,2.35E+24,188.091,186.168,188.258,188.258,188.258,188.258,212.474,212.474,212.474,319.904,1.31E+22,224.123,212.083,211.913,234.561,218.59,288.6,274.329,288.243,287.432,4.50E+16,35590782976,4.77E+22,317.254,1.44E+21,1.91E+18,4.09E+17,4.80E+18,-1.46E+15,1.88E+26,3.16E+25,5.73E+22,2.17E+19,3.41E+24,7.25E+17,7.93E+23,5.69E+18,1.60E+21,3.74E+15,2.66E+20,-1.38187E+12,-232913.453,-576902,6.50659E+12,5.06E+23,5.25E+19,3.91E+25,2.76E+23,1.13E+22,1.81E+26,2.36E+16,5.94E+19,7.41546E+11,1.84E+26,1.53E+26,1.40E+22,2.13E+29,2.11E+16,7.86E+18,1.09E+18,6.62E+23,5.34E+21,4.21E+25,8.52E+16,4.31E+25,1.85E+24,1.55E+22,625.167,5.80E+24,2.37E+23,351.971,146.327,293.56,150.378,151.095,147.236,147.236,568.712,742283.438,254.686,271.047,243.139,241.005,253.249,236.694,234.713,233.78,243.065,234.731,278.848,227.598,227.141,222.779,214.653,223.024,212.506,211.833,211.907,206.024,207.207,62.421,204.691,205.815,183.596,176.752,172.02,159.006,160.251,160.632,184.527,165.672,107017.2,inf,-1.20E+24,1.57E+32,1.56E+32,inf,inf,inf,inf,inf,inf,389963,4.67E+29,385107,500795.2,536056.458,612422.818,-1.35E+21,1.16E+21,inf,408900,inf,7.89E+23,1.57E+32,1.56E+32,inf,inf,inf,inf,inf,inf,758870,4.67E+29,791930,1866400,1926700,2511800,1.74E+23,1.79E+23,inf,93074.061
204,204,0,77864.13448,77864.13448,0,947.8472629,3030.696276,73879.00291,6.588032772,96.309,302.52,52.14,166.331,188.442,172.39,173.218,173.788,174.898,182.484,183.628,183.693,186.283,30.791,186.741,186.709,186.566,260.628,252.362,245.058,237.559,234.731,291.888,250.591,19.724,230.413,224.272,284.195,219.9,214.935,208.954,207.394,226.216,201.462,210.599,336.395,207.396,220.929,220.391,203.286,208.219,220.081,206.38,207.069,207.242,216.65,46.492,225.806,228.426,212.013,211.768,237.717,239.643,213.626,213.547,217.65,218.786,68.417,191.655,192.302,193.096,193.096,193.096,193.096,205.682,205.682,205.682,318.7,16.727,214.545,206.4,206.019,215.119,215.207,282.353,273.404,286.432,286.375,46.566,44.74,25.245,56.793,24.526,22.606,21.549,21.58,21.675,21.382,22.026,20.118,26.097,52.896,36.805,46.566,46.239,45.922,46.922,21.318,25.039,126.531,126.828,64.001,60.493,2.159,75.119,51.162,44.869,55.062,90.615,99.54,228.309,53.764,53.758,91.459,18.944,62.058,84.243,59.774,84.507,51.242,52.75,45.703,46.634,51.56,52.39,50.88,56.816,56.655,400.189,145.392,321.897,150.19,150.811,146.524,146.524,517.928,129.989,258.838,298.868,238.05,238.147,267.89,237.352,233.237,231.802,273.048,230.216,45.923,218.629,217.947,220.277,206.808,213.117,199.959,198.798,198.511,194.727,194.354,53.177,192.184,192.512,182.036,171.905,170.928,152.523,158.304,162.238,181.677,166.281,49337.3,378442.499,-3569.1,360914.999,371714.999,-208172.93,-194698.93,-191439.22,196317.779,803772.279,810995.979,380461.7,8093.3,336882.5,390890.1,407584.09,376173.89,-43886,10713.8,385525.79,424730,3324500,279050,3635500,3646300,66611,151130,279520,4044300,5045900,5138300,742630,405840,731630,1761500,1787300,2389700,80116,530660,3314200,30158.917
205,205,0,56357.20416,56357.20416,0,702.6480131,2002.52902,53436.5317,215.4954286,97.249,255.894,63.208,162.544,180.256,174.259,174.458,172.835,173.794,176.239,176.994,177.316,177.613,26.387,178.153,181.048,177.835,255.38,247.658,243.529,233.911,233.963,290.362,244.999,12.731,299.745,284.353,285.355,268.53,236.13,234.561,229.594,237.128,208.898,222.286,338.291,216.013,233.205,232.833,211.61,219.211,231.136,215.325,233.232,234.102,231.592,46.852,229.177,232.285,235.495,234.953,243.725,242.585,215.338,216.794,225.942,226.06,39.139,186.754,187.8,188.549,188.549,188.549,188.549,223.457,223.457,223.457,319.862,1.057,232.014,213.676,213.771,236.072,218.681,291.063,276.08,289.743,289.475,47.127,44.686,24.291,59.362,23.983,20.083,20.232,20.461,20.471,21.335,21.51,21.123,24.485,51.529,37.593,46.053,45.66,48.704,49.143,12.445,24.846,126.24,132.588,69.294,62.139,1.572,89.607,45.082,44.276,48.32,93.475,100.655,226.985,50.608,49.69,88.179,19.637,66.052,84.698,59.656,80.419,51.4,51.644,49.097,49.661,51.163,52.317,54.376,53.189,53.564,361.042,147.061,322.433,150.525,151.043,148.746,148.746,525.643,139.422,249.883,276.898,238.234,236.711,257.964,233.118,230.634,229.63,254.019,230.176,51.702,221.806,220.901,219.13,208.776,217.323,204.093,203.241,203.272,197.128,197.958,62.492,194.831,195.778,181.831,173.248,170.912,151.827,158.92,160.958,185.123,162.726,36629.7,443730.85,70291.03,489517.255,500217.255,-182898.33,-164599.33,-143985.93,354594.225,1064955.525,1064888.225,434639.2,109833.8,378535.7,443484.2,442764.26,438927.27,-44729,12700.2,458760.27,445190,3402700,233090,3650400,3661100,75819,156860,242340,4026500,5162000,5245400,782610,402870,761180,1843700,1845600,2381600,99506,599380,3401300,172487.21
206,206,0,56357.20416,56357.20416,0,702.6480131,2002.52902,53436.5317,215.4954286,97.249,255.894,63.208,162.544,180.256,174.259,174.458,172.835,173.794,176.239,176.994,177.316,177.613,26.387,178.153,181.048,177.835,255.38,247.658,243.529,233.911,233.963,290.362,244.999,12.731,299.745,284.353,285.355,268.53,236.13,234.561,229.594,237.128,208.898,222.286,338.291,216.013,233.205,232.833,211.61,219.211,231.136,215.325,233.232,234.102,231.592,46.852,229.177,232.285,235.495,234.953,243.725,242.585,215.338,216.794,225.942,226.06,39.139,186.754,187.8,188.549,188.549,188.549,188.549,223.457,223.457,223.457,319.862,1.057,232.014,213.676,213.771,236.072,218.681,291.063,276.08,289.743,289.475,47.127,44.686,24.291,59.362,23.983,20.083,20.232,20.461,20.471,21.335,21.51,21.123,24.485,51.529,37.593,46.053,45.66,48.704,49.143,12.445,24.846,126.24,132.588,69.294,62.139,1.572,89.607,45.082,44.276,48.32,93.475,100.655,226.985,50.608,49.69,88.179,19.637,66.052,84.698,59.656,80.419,51.4,51.644,49.097,49.661,51.163,52.317,54.376,53.189,53.564,361.042,147.061,322.433,150.525,151.043,148.746,148.746,525.643,139.422,249.883,276.898,238.234,236.711,257.964,233.118,230.634,229.63,254.019,230.176,51.702,221.806,220.901,219.13,208.776,217.323,204.093,203.241,203.272,197.128,197.958,62.492,194.831,195.778,181.831,173.248,170.912,151.827,158.92,160.958,185.123,162.726,36629.7,443730.85,70291.03,489517.255,500217.255,-182898.33,-164599.33,-143985.93,354594.225,1064955.525,1064888.225,434639.2,109833.8,378535.7,443484.2,442764.26,438927.27,-44729,12700.2,458760.27,445190,3402700,233090,3650400,3661100,75819,156860,242340,4026500,5162000,5245400,782610,402870,761180,1843700,1845600,2381600,99506,599380,3401300,172487.21
207,207,0,56357.20416,56357.20416,0,702.6480131,2002.52902,53436.5317,215.4954286,97.249,255.894,63.208,162.544,180.256,174.259,174.458,172.835,173.794,176.239,176.994,177.316,177.613,26.387,178.153,181.048,177.835,255.38,247.658,243.529,233.911,233.963,290.362,244.999,12.731,299.745,284.353,285.355,268.53,236.13,234.561,229.594,237.128,208.898,222.286,338.291,216.013,233.205,232.833,211.61,219.211,231.136,215.325,233.232,234.102,231.592,46.852,229.177,232.285,235.495,234.953,243.725,242.585,215.338,216.794,225.942,226.06,39.139,186.754,187.8,188.549,188.549,188.549,188.549,223.457,223.457,223.457,319.862,1.057,232.014,213.676,213.771,236.072,218.681,291.063,276.08,289.743,289.475,47.127,44.686,24.291,59.362,23.983,20.083,20.232,20.461,20.471,21.335,21.51,21.123,24.485,51.529,37.593,46.053,45.66,48.704,49.143,12.445,24.846,126.24,132.588,69.294,62.139,1.572,89.607,45.082,44.276,48.32,93.475,100.655,226.985,50.608,49.69,88.179,19.637,66.052,84.698,59.656,80.419,51.4,51.644,49.097,49.661,51.163,52.317,54.376,53.189,53.564,361.042,147.061,322.433,150.525,151.043,148.746,148.746,525.643,139.422,249.883,276.898,238.234,236.711,257.964,233.118,230.634,229.63,254.019,230.176,51.702,221.806,220.901,219.13,208.776,217.323,204.093,203.241,203.272,197.128,197.958,62.492,194.831,195.778,181.831,173.248,170.912,151.827,158.92,160.958,185.123,162.726,36629.7,443730.85,70291.03,489517.255,500217.255,-182898.33,-164599.33,-143985.93,354594.225,1064955.525,1064888.225,434639.2,109833.8,378535.7,443484.2,442764.26,438927.27,-44729,12700.2,458760.27,445190,3402700,233090,3650400,3661100,75819,156860,242340,4026500,5162000,5245400,782610,402870,761180,1843700,1845600,2381600,99506,599380,3401300,172487.21
208,208,0,61704.05844,61704.05844,0,910.1661518,3011.03174,57775.71444,7.146105168,89.965,264.427,30.213,165.443,179.044,168.62,169.005,169.719,170.01,172.39,172.386,172.65,176.404,27.446,176.848,179.265,176.653,234.276,232.774,231.742,231.138,230.907,290.586,246.389,20.127,288.645,274.328,285.448,256.928,236.135,234.157,231.644,243.102,209.412,228.809,336.799,226.223,237.593,237.29,212.717,225.254,237.006,223.028,236.312,234.144,235.413,62.893,238.56,240.256,232.948,237.248,245.326,246.976,213.421,215.135,231.291,232.088,37.345,185.861,186.301,188.054,188.054,188.054,188.054,221.672,221.672,221.672,319.953,16.994,238.389,223.365,223.262,236.339,227.077,288.657,275.415,289.414,289.086,47.788,44.394,29.008,51.99,26.573,19.43,19.731,19.189,19.247,19.179,19.938,18.762,25.744,44.826,37.413,46.918,46.443,47.048,50.514,21.381,21.78,117.19,133.625,67.491,63.261,1.527,103.581,51.382,44.283,50.923,94.145,99.842,229.852,51.134,51.033,84.707,23.695,61.59,79.549,60.048,87.157,51.343,54.228,45.812,47.768,50.694,52.13,48.787,59.063,55.701,352.042,146.993,304.782,150.76,151.027,149.095,149.095,552.618,132.227,251.583,263.716,241.939,241.661,244.786,237.612,237.17,236.613,237.274,238.149,44.112,234.354,233.619,229.425,226.648,228.736,225.58,225.288,225.208,222.587,223.214,39.504,221.892,222.412,183.72,175.884,171.774,159.065,157.819,160.535,172.153,165.395,42888.6,687165.656,1262.5,668662.153,678462.153,-207553.936,-215493.936,-206659.576,460089.077,1127735.777,1129020.877,454437.5,10272.5,450901.1,522100.8,580609.036,654790.746,-47198,10277.6,695390.046,386430,3359200,225350,3603100,3612900,42410,130580,228650,3951000,4955700,5031900,787150,417960,823770,1817300,1927300,2404700,89346,566440,3351900,31410.335
209,209,0,79368.73721,79368.73721,0,1281.579649,3076.639365,74763.67764,246.8405539,109.805,302.519,58.649,165.048,179.642,174.855,175.555,174.007,175.402,175.303,176.386,176.893,177.044,27.179,177.612,181.058,177.149,256.516,248.638,244.051,234.614,234.358,290.362,244.662,2.414,227.94,222.382,284.022,218.806,220.928,216.837,215.955,229.847,212.152,221.787,291.773,218.343,227.925,227.704,215.076,220.461,228.635,219.185,216.118,216.263,226.391,47.083,234.307,235.153,217.591,217.621,246.017,249.765,218.033,218.932,221.569,222.395,68.949,189.442,187.046,190.408,190.408,190.408,190.408,215.329,215.329,215.329,318.583,-19.688,218.171,218.178,218.343,220.139,219.381,282.762,273.118,286.969,286.366,47.495,43.816,24.798,85.423,23.796,20.958,20.076,20.182,20.226,20.779,21.277,17.464,24.629,49.973,63.612,45.802,44.892,45.462,49.274,-15.024,23.04,125.963,132.37,63.454,60.729,1.319,72.036,45.978,43.17,48.657,92.85,99.985,223.779,48.739,48.69,86.417,20.465,66.213,85.151,60.386,77.669,51.269,49.558,45.173,47.322,50.193,51.839,86.793,51.743,52.406,361.35,145.872,319.47,150.36,151.013,147.303,147.303,514.884,121.696,252.268,280.796,240.33,238.76,260.963,234.99,232.28,231.243,257.034,231.034,82.416,220.866,220.403,220.78,208.109,217.703,202.915,201.881,201.817,196.259,196.754,71.118,194.153,195.073,183.378,173.853,171.547,159.45,158.287,161.432,189.241,165.042,-8593.2,500655.098,26935.5,503262.071,512262.071,-279029.62,-268334.02,-267512.62,235617.351,967940.251,968376.851,394136.6,674.4,388426.9,487363.8,489579.337,511553.957,-45564,95,515421.557,370810,3409200,261170,3685900,3694900,110510,177750,292940,4085000,5234400,5322600,768250,379090,799270,1825200,1838000,2523600,92251,533720,3416600,184606.132
