221.00   0.00 103.00
222.93 265.75 109.98
224.85 531.49 116.95
226.78 797.24 123.93
228.71 1062.99 130.90
230.63 1328.74 137.88
232.56 1594.48 144.86
234.49 1860.23 151.83
236.41 2125.98 158.81
238.34 2391.72 165.78
240.27 2657.47 172.76
242.19 2923.22 179.73
244.12 3188.97 186.71
246.05 3454.71 193.69
247.97 3720.46 200.66
249.90 3986.21 207.64
251.83 4767.20 220.38
253.75 5576.40 233.45
255.68 6385.60 246.51
257.61 7194.80 259.57
259.53 8004.00 272.64
261.46 8813.20 285.70
263.39 9622.40 298.76
265.31 10431.60 311.82
267.24 11240.80 324.89
269.17 12050.00 337.95
271.09 12859.20 351.01
273.02 13668.40 364.08
274.95 14477.60 377.14
276.87 15286.80 390.20
278.80 16096.00 403.26
280.73 16905.20 416.33
282.65 17714.40 429.39
284.58 18523.60 442.45
286.51 19332.80 455.52
288.43 20142.00 468.58
290.36 20951.20 481.64
292.29 21760.40 494.70
294.21 22569.60 507.77
296.14 23378.80 520.83
298.07 24188.00 533.89
299.99 24997.20 546.95
301.92 26497.60 564.32
303.85 28000.40 581.70
305.77 29503.20 599.08
307.70 31006.00 616.45
309.63 32508.80 633.83
311.55 34011.60 651.21
313.48 35514.40 668.59
315.41 37017.20 685.97
317.33 38520.00 703.35
319.26 40022.80 720.73
321.19 41525.60 738.10
323.11 43028.40 755.48
325.04 44531.20 772.86
326.97 46034.00 790.24
328.89 47536.80 807.62
330.82 49039.60 825.00
332.75 50542.40 842.37
334.67 52045.20 859.75
336.60 53548.00 877.13
338.53 55050.80 894.51
340.45 56553.60 911.89
342.38 58056.40 929.27
344.31 59559.20 946.65
346.23 61062.00 964.02
348.16 62564.80 981.40
350.09 64119.60 999.12
352.01 66778.40 1024.01
353.94 69437.20 1048.90
355.87 72096.00 1073.80
357.79 74754.80 1098.69
359.72 77413.60 1123.58
361.65 80072.40 1148.47
363.57 82731.20 1173.37
365.50 85390.00 1198.26
367.43 88048.80 1223.15
369.35 90707.60 1248.05
371.28 93366.40 1272.94
373.21 96025.20 1297.83
375.13 98684.00 1322.72
377.06 101342.80 1347.62
378.99 104001.60 1372.51
380.91 106660.40 1397.40
382.84 109319.20 1422.29
384.77 111978.00 1447.19
386.69 114636.80 1472.08
388.62 117295.60 1496.97
390.55 119954.40 1521.86
392.47 122613.20 1546.76
394.40 125272.00 1571.65
396.33 127930.80 1596.54
398.25 130589.60 1621.43
400.18 133363.66 1647.12
402.11 137256.17 1680.52
404.03 141148.68 1713.91
405.96 145041.19 1747.31
407.89 148933.70 1780.70
409.81 152826.20 1814.10
411.74 156718.71 1847.49
413.67 160611.22 1880.89
415.59 164503.73 1914.28
417.52 168396.24 1947.68
419.45 172288.75 1981.08
421.37 176181.26 2014.47
423.30 180073.77 2047.87
425.23 183966.28 2081.26
427.15 187858.78 2114.66
429.08 191751.29 2148.05
431.01 195917.78 2207.04
432.93 200334.67 2289.40
434.86 204813.90 2345.54
436.79 209370.47 2369.14
438.71 213955.57 2396.84
440.64 218589.20 2431.52
442.57 223283.75 2471.30
444.49 228124.50 2523.32
446.42 233007.25 2571.56
448.35 238040.67 2606.24
450.27 243086.38 2638.66
452.20 248206.50 2657.45
454.13 253332.00 2678.83
456.05 258534.00 2737.11
457.98 263736.00 2795.40
459.91 269322.51 2827.14
461.83 274913.06 2858.61
463.76 280503.60 2890.08
465.69 286068.84 2919.02
467.61 291630.49 2947.60
469.54 297192.13 2976.18
471.47 303049.07 3030.81
473.39 308998.61 3093.62
475.32 314985.07 3150.09
477.25 321156.82 3174.71
479.17 327328.58 3199.33
481.10 333500.33 3223.94
483.03 339672.09 3248.56
484.95 345960.43 3275.48
486.88 352367.80 3304.74
488.81 358775.17 3334.00
490.73 365182.54 3363.26
492.66 371589.91 3392.52
494.59 377997.28 3421.79
496.51 384404.65 3451.05
498.44 390812.02 3480.31
500.37 397356.67 3517.13
502.29 404485.33 3586.10
504.22 411614.00 3655.08
506.15 418742.67 3724.05
508.07 425871.33 3793.03
510.00 433000.00 3862.00
