


 STREAM LISTING     PERIOD      1   STEP       31

 LAYER ROW COL. STREAM  RCH.   FLOW INTO    STREAM     FLOW OUT OF   OVRLND.    DIRECT     STREAM      STREAM      STREAM     STREAM  STREAMBED   FLOW TO   CHNG. UNSAT.   GW 
                SEG.NO.  NO.   STRM. RCH.    LOSS       STRM. RCH.   RUNOFF     PRECIP       ET         HEAD        DEPTH      WIDTH  CONDCTNC.   WAT. TAB.   STORAGE     HEAD
   2   23    8     9     1    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  4.82000E+02  0.000E+00  1.208E+02  1.024E+04  0.000E+00  0.000E+00  4.577E+02
   2   24    9     9     2    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  4.67610E+02  0.000E+00  1.208E+02  8.745E+03  0.000E+00  0.000E+00  4.459E+02
   2   25    9     9     3    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  4.55040E+02  0.000E+00  1.208E+02  8.745E+03  0.000E+00  0.000E+00  4.368E+02
   2   26   10     9     4    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  4.25840E+02  0.000E+00  1.208E+02  1.024E+04  0.000E+00  0.000E+00  4.211E+02
   2   27   11     9     5    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  4.11180E+02  0.000E+00  1.208E+02  1.024E+04  0.000E+00  0.000E+00  4.092E+02
   2   28   12     9     6    0.0000E+00 -1.2932E+03   1.2932E+03  0.000E+00  0.000E+00  0.000E+00  3.98702E+02  1.514E-03  1.208E+02  1.024E+04  0.000E+00  0.000E+00  3.988E+02
   2   29   13     9     7    1.2932E+03  4.6040E+02   8.3283E+02  0.000E+00  0.000E+00  0.000E+00  3.98682E+02  2.033E-03  1.208E+02  8.745E+03  0.000E+00  0.000E+00  3.986E+02
   2   30   13     9     8    8.3283E+02  1.9905E+02   6.3379E+02  0.000E+00  0.000E+00  0.000E+00  3.95462E+02  1.627E-03  1.208E+02  8.745E+03  0.000E+00  0.000E+00  3.954E+02
   2   31   14     9     9    6.3379E+02 -6.0356E+02   1.2373E+03  0.000E+00  0.000E+00  0.000E+00  3.90252E+02  1.883E-03  1.208E+02  8.745E+03  0.000E+00  0.000E+00  3.903E+02
   2   31   15     9    10    1.2373E+03 -9.2067E+01   1.3294E+03  0.000E+00  0.000E+00  0.000E+00  3.90242E+02  2.276E-03  1.208E+02  7.247E+03  0.000E+00  0.000E+00  3.903E+02
   2   31   16     9    11    1.3294E+03  2.0298E+02   1.1264E+03  0.000E+00  0.000E+00  0.000E+00  3.90232E+02  2.216E-03  1.208E+02  8.745E+03  0.000E+00  0.000E+00  3.902E+02
   2   32   17     9    12    1.1264E+03  6.1105E+02   5.1539E+02  0.000E+00  0.000E+00  0.000E+00  3.87782E+02  1.741E-03  1.208E+02  1.024E+04  0.000E+00  0.000E+00  3.877E+02
   2   33   18     9    13    5.1539E+02 -4.0659E+01   5.5605E+02  0.000E+00  0.000E+00  0.000E+00  3.82221E+02  1.352E-03  1.208E+02  8.745E+03  0.000E+00  0.000E+00  3.822E+02
   2   33   19     9    14    5.5605E+02 -1.0855E+02   6.6459E+02  0.000E+00  0.000E+00  0.000E+00  3.79001E+02  1.461E-03  1.208E+02  7.247E+03  0.000E+00  0.000E+00  3.790E+02
   2   33   20     9    15    6.6459E+02  3.1758E+01   6.3283E+02  0.000E+00  0.000E+00  0.000E+00  3.76672E+02  1.512E-03  1.208E+02  7.247E+03  0.000E+00  0.000E+00  3.767E+02
   2   33   21     9    16    6.3283E+02  7.4987E+01   5.5785E+02  0.000E+00  0.000E+00  0.000E+00  3.74921E+02  1.436E-03  1.208E+02  7.247E+03  0.000E+00  0.000E+00  3.749E+02
   2   33   22     9    17    5.5785E+02 -8.8555E+00   5.6670E+02  0.000E+00  0.000E+00  0.000E+00  3.72981E+02  1.391E-03  1.208E+02  8.745E+03  0.000E+00  0.000E+00  3.730E+02
   2   34   23     9    18    5.6670E+02  1.2915E+02   4.3755E+02  0.000E+00  0.000E+00  0.000E+00  3.70221E+02  1.296E-03  1.208E+02  1.024E+04  0.000E+00  0.000E+00  3.702E+02
   2   35   24     9    19    4.3755E+02  3.0698E+02   1.3057E+02  0.000E+00  0.000E+00  0.000E+00  3.66471E+02  9.233E-04  1.208E+02  1.024E+04  0.000E+00  0.000E+00  3.664E+02
   2   36   25     9    20    1.3057E+02 -1.1552E+02   2.4609E+02  0.000E+00  0.000E+00  0.000E+00  3.62621E+02  7.318E-04  1.208E+02  1.024E+04  0.000E+00  0.000E+00  3.626E+02
   2   37   26     9    21    2.4609E+02 -9.2750E+01   3.3884E+02  0.000E+00  0.000E+00  0.000E+00  3.58461E+02  9.406E-04  1.208E+02  1.024E+04  0.000E+00  0.000E+00  3.585E+02
   2   23   44    10     1    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  4.17410E+02  0.000E+00  1.049E+02  8.895E+03  0.000E+00  0.000E+00  3.756E+02
   2   24   45    10     2    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  3.85030E+02  0.000E+00  1.049E+02  8.895E+03  0.000E+00  0.000E+00  3.419E+02
   2   25   46    10     3    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  3.52630E+02  0.000E+00  1.049E+02  7.595E+03  0.000E+00  0.000E+00  3.063E+02
   2   25   47    10     4    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  2.96950E+02  0.000E+00  1.049E+02  6.294E+03  0.000E+00  0.000E+00  2.764E+02
   2   25   48    10     5    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  2.80140E+02  0.000E+00  1.049E+02  6.294E+03  0.000E+00  0.000E+00  2.717E+02
   2   25   49    10     6    0.0000E+00 -3.2852E+02   3.2852E+02  0.000E+00  0.000E+00  0.000E+00  2.67760E+02  4.713E-04  1.049E+02  7.595E+03  0.000E+00  0.000E+00  2.678E+02
   2   23   64    11     1    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  3.88050E+02  0.000E+00  9.551E+01  8.099E+03  0.000E+00  0.000E+00  3.597E+02
   2   24   65    11     2    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  3.61740E+02  0.000E+00  9.551E+01  6.915E+03  0.000E+00  0.000E+00  3.446E+02
   2   24   66    11     3    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  3.44890E+02  0.000E+00  9.551E+01  6.915E+03  0.000E+00  0.000E+00  3.384E+02
   2   25   67    11     4    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  3.37350E+02  0.000E+00  9.551E+01  8.099E+03  0.000E+00  0.000E+00  3.343E+02
   2   24   68    11     5    0.0000E+00 -2.3232E+02   2.3232E+02  0.000E+00  0.000E+00  0.000E+00  3.28551E+02  5.419E-04  9.551E+01  6.915E+03  0.000E+00  0.000E+00  3.286E+02
   2   24   69    11     6    2.3232E+02  1.8991E+02   4.2410E+01  0.000E+00  0.000E+00  0.000E+00  3.24601E+02  5.959E-04  9.551E+01  5.731E+03  0.000E+00  0.000E+00  3.246E+02
   2   24   70    11     7    4.2410E+01 -4.3405E+02   4.7646E+02  0.000E+00  0.000E+00  0.000E+00  3.19501E+02  8.763E-04  9.551E+01  6.915E+03  0.000E+00  0.000E+00  3.196E+02
   1   23   71    11     8    4.7646E+02  4.7646E+02   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  3.12680E+02  2.826E-04  9.551E+01  8.099E+03  0.000E+00  0.000E+00  3.123E+02
   2   25   20    12     1    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  5.49690E+02  0.000E+00  1.374E+02  8.246E+03  0.000E+00  0.000E+00  5.135E+02
   2   25   21    12     2    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  5.36660E+02  0.000E+00  1.374E+02  9.950E+03  0.000E+00  0.000E+00  5.032E+02
   2   26   22    12     3    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  5.12180E+02  0.000E+00  1.374E+02  1.165E+04  0.000E+00  0.000E+00  4.770E+02
   2   27   23    12     4    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  4.63550E+02  0.000E+00  1.374E+02  1.165E+04  0.000E+00  0.000E+00  4.273E+02
   2   28   24    12     5    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  4.00940E+02  0.000E+00  1.374E+02  9.950E+03  0.000E+00  0.000E+00  3.879E+02
   2   29   24    12     6    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  3.85830E+02  0.000E+00  1.374E+02  8.246E+03  0.000E+00  0.000E+00  3.830E+02
   2   30   24    12     7    0.0000E+00 -3.9488E+02   3.9488E+02  0.000E+00  0.000E+00  0.000E+00  3.78011E+02  5.339E-04  1.374E+02  9.950E+03  0.000E+00  0.000E+00  3.781E+02
   2   31   25    12     8    3.9488E+02 -6.2927E+01   4.5781E+02  0.000E+00  0.000E+00  0.000E+00  3.74931E+02  8.410E-04  1.374E+02  9.950E+03  0.000E+00  0.000E+00  3.749E+02
   2   32   25    12     9    4.5781E+02  1.4308E+02   3.1473E+02  0.000E+00  0.000E+00  0.000E+00  3.72411E+02  7.950E-04  1.374E+02  9.950E+03  0.000E+00  0.000E+00  3.724E+02
   2   33   24    12    10    3.1473E+02 -2.8329E+02   5.9802E+02  0.000E+00  0.000E+00  0.000E+00  3.69551E+02  8.805E-04  1.374E+02  9.950E+03  0.000E+00  0.000E+00  3.696E+02
   2   34   24    12    11    5.9802E+02 -1.4367E+01   6.1239E+02  0.000E+00  0.000E+00  0.000E+00  3.68101E+02  1.036E-03  1.374E+02  9.950E+03  0.000E+00  0.000E+00  3.681E+02
   2   35   25    12    12    6.1239E+02 -8.3934E+01   6.9632E+02  0.000E+00  0.000E+00  0.000E+00  3.64591E+02  1.086E-03  1.374E+02  1.165E+04  0.000E+00  0.000E+00  3.646E+02
   2   36   26    12    13    6.9632E+02 -1.1828E+02   8.1460E+02  0.000E+00  0.000E+00  0.000E+00  3.60791E+02  1.185E-03  1.374E+02  1.165E+04  0.000E+00  0.000E+00  3.608E+02
   2   37   27    12    14    8.1460E+02 -1.8573E+02   1.0003E+03  0.000E+00  0.000E+00  0.000E+00  3.57341E+02  1.320E-03  1.374E+02  9.950E+03  0.000E+00  0.000E+00  3.574E+02
   1   25   82    13     1    1.2540E+02 -8.4319E+01   2.0972E+02  0.000E+00  0.000E+00  0.000E+00  2.86971E+02  5.052E-02  3.264E+00  4.322E+02  0.000E+00  0.000E+00  2.872E+02
   1   26   82    13     2    2.0972E+02 -2.8517E+01   2.3824E+02  0.000E+00  0.000E+00  0.000E+00  2.86044E+02  5.381E-02  3.418E+00  2.051E+02  0.000E+00  0.000E+00  2.862E+02
   1   26   83    13     3    2.3824E+02 -2.9794E+01   2.6803E+02  0.000E+00  0.000E+00  0.000E+00  2.85835E+02  5.527E-02  3.485E+00  2.091E+02  0.000E+00  0.000E+00  2.860E+02
   1   27   83    13     4    2.6803E+02  3.1621E+01   2.3641E+02  0.000E+00  0.000E+00  0.000E+00  2.85825E+02  5.523E-02  3.484E+00  2.090E+02  0.000E+00  0.000E+00  2.857E+02
   1   28   83    13     5    2.3641E+02  5.7480E+01   1.7893E+02  0.000E+00  0.000E+00  0.000E+00  2.85753E+02  5.295E-02  3.378E+00  2.027E+02  0.000E+00  0.000E+00  2.855E+02
   1   29   83    13     6    1.7893E+02  5.6915E+01   1.2201E+02  0.000E+00  0.000E+00  0.000E+00  2.85199E+02  4.934E-02  3.208E+00  1.925E+02  0.000E+00  0.000E+00  2.849E+02
   1   30   83    13     7    1.2201E+02  3.0130E+01   9.1885E+01  0.000E+00  0.000E+00  0.000E+00  2.84056E+02  4.582E-02  3.040E+00  2.201E+02  0.000E+00  0.000E+00  2.839E+02
   1   31   84    13     8    9.1885E+01 -9.7144E+01   1.8903E+02  0.000E+00  0.000E+00  0.000E+00  2.80849E+02  4.861E-02  3.174E+00  2.298E+02  0.000E+00  0.000E+00  2.813E+02
   2   26   50    14     1    1.5791E+03 -1.1970E+03   2.7761E+03  0.000E+00  0.000E+00  0.000E+00  2.62206E+02  6.145E-03  6.672E+01  9.661E+03  0.000E+00  0.000E+00  2.623E+02
   1   27   50    14     2    2.7761E+03  3.3194E+02   2.4442E+03  0.000E+00  0.000E+00  0.000E+00  2.58347E+02  6.850E-03  6.672E+01  4.003E+03  0.000E+00  0.000E+00  2.583E+02
   1   28   50    14     3    2.4442E+03  5.6149E+01   2.3880E+03  0.000E+00  0.000E+00  0.000E+00  2.54907E+02  6.539E-03  6.672E+01  4.003E+03  0.000E+00  0.000E+00  2.549E+02
   1   29   50    14     4    2.3880E+03  1.8670E+02   2.2013E+03  0.000E+00  0.000E+00  0.000E+00  2.53476E+02  6.340E-03  6.672E+01  4.003E+03  0.000E+00  0.000E+00  2.534E+02
   2   28   54    15     1    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  2.75590E+02  0.000E+00  6.555E+01  3.933E+03  0.000E+00  0.000E+00  2.632E+02
   2   28   53    15     2    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  2.65320E+02  0.000E+00  6.555E+01  3.933E+03  0.000E+00  0.000E+00  2.607E+02
   2   28   52    15     3    0.0000E+00 -4.7494E+02   4.7494E+02  0.000E+00  0.000E+00  0.000E+00  2.57431E+02  1.192E-03  6.555E+01  4.746E+03  0.000E+00  0.000E+00  2.575E+02
   1   29   51    15     4    4.7494E+02  1.1619E+02   3.5876E+02  0.000E+00  0.000E+00  0.000E+00  2.53482E+02  1.662E-03  6.555E+01  5.559E+03  0.000E+00  0.000E+00  2.535E+02
   2   33   68    16     1    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  3.30780E+02  0.000E+00  7.654E+01  4.592E+03  0.000E+00  0.000E+00  3.244E+02
   2   33   69    16     2    0.0000E+00  0.0000E+00   0.0000E+00  0.000E+00  0.000E+00  0.000E+00  3.25440E+02  0.000E+00  7.654E+01  5.541E+03  0.000E+00  0.000E+00  3.221E+02
