"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   4.96900787354E+01   3.83134002686E+01  HO_0        
   4.43641929626E+01   3.88009986877E+01  HO_1        
   2.46189441681E+01   2.77947006226E+01  HO_2        
   2.43935050964E+01   1.87147006989E+01  HO_3        
   5.05121459961E+01   6.00546989441E+01  HO_4        
   2.80416126251E+01   2.46327991486E+01  HO_5        
   1.60059108734E+01   1.55081996918E+01  HO_6        
   5.19503051758E+02   5.53659973145E+02  HO_7        
   6.82564315796E+01   6.47124023438E+01  HO_8        
   6.33266220093E+01   5.82778015137E+01  HO_9        
   7.92454223633E+01   9.58992004395E+01  HO_10       
   4.73016014099E+01   4.52890014648E+01  HO_11       
   4.53304061890E+01   5.79972991943E+01  HO_12       
   9.63083724976E+01   6.07131004333E+01  HO_13       
   2.90604553223E+02   3.80539794922E+02  HO_14       
   2.56188537598E+02   3.21515197754E+02  HO_15       
   9.26480789185E+01   8.90276031494E+01  HO_16       
   1.03171577454E+02   1.04536499023E+02  HO_17       
   2.52276062012E+02   2.38963195801E+02  HO_18       
   2.82657623291E+02   2.34057495117E+02  HO_19       
   2.40650558472E+02   2.19538299561E+02  HO_20       
   2.40116409302E+02   2.20830505371E+02  HO_21       
   2.61739837646E+02   2.56074096680E+02  HO_22       
   2.34917968750E+02   2.29424804688E+02  HO_23       
   2.32569641113E+02   2.30248001099E+02  HO_24       
   2.31596984863E+02   2.26520095825E+02  HO_25       
   2.55721054077E+02   2.58186309814E+02  HO_26       
   2.31742996216E+02   2.20449600220E+02  HO_27       
   2.52531814575E+02   2.48593399048E+02  HO_28       
   2.45717437744E+02   2.37550704956E+02  HO_29       
   2.19493988037E+02   2.17594802856E+02  HO_30       
   2.41425521851E+02   2.45390304565E+02  HO_31       
   2.19736801147E+02   2.05736999512E+02  HO_32       
   2.32541732788E+02   2.33659698486E+02  HO_33       
   2.32074005127E+02   2.39383804321E+02  HO_34       
   2.20325485229E+02   1.99042007446E+02  HO_35       
   2.07099517822E+02   2.04353805542E+02  HO_36       
   2.16344573975E+02   2.19514892578E+02  HO_37       
   2.01247650146E+02   2.37576904297E+02  HO_38       
   1.99959060669E+02   2.32421096802E+02  HO_39       
   1.99486862183E+02   2.38891693115E+02  HO_40       
   1.95640686035E+02   1.89360000610E+02  HO_41       
   1.95227233887E+02   2.00199798584E+02  HO_42       
   1.92950515747E+02   1.99727798462E+02  HO_43       
   1.93256225586E+02   1.96187606812E+02  HO_44       
   1.83088211060E+02   1.84282104492E+02  HO_45       
   4.80688896179E+01   1.40573997498E+01  HO_46       
   1.73683303833E+02   1.65550598145E+02  HO_47       
   1.72648605347E+02   1.19115798950E+02  HO_48       
