tabpondunit,tabpondval,hru_id,segid,tabpondfrac
5000,9496,14231,450,0.061286156162756705
5000,9496,14483,450,0.11003451530846974
5000,9496,14485,450,0.2828957554661136
5000,9496,13979,450,0.06753714330389425
5000,9496,14233,450,0.12520235442252364
5000,9496,14738,450,0.06598561045611583
5000,9496,14739,450,0.09176832936889553
5000,9496,14495,450,0.04948920784208687
5000,9496,17018,450,0.14372929511584803
5000,9496,15246,450,0.00207163255329562
5001,9496,35498,452,0.10195824567082053
5001,9496,35750,452,0.02637967308625991
5001,9496,35751,452,0.8716620812429196
5002,9496,47670,453,0.07972206377427324
5002,9496,49417,453,0.053355098072941184
5002,9496,48416,453,0.03749855504661726
5002,9496,47913,453,0.0565447219251111
5002,9496,48666,453,0.06184381171689582
5002,9496,49674,453,0.08371600345441663
5002,9496,48151,453,0.07799747192293129
5002,9496,49164,453,0.06723427182968157
5002,9496,48147,453,0.09861813497066335
5002,9496,46891,453,0.11478778355468666
5002,9496,50683,453,0.04353787222451187
5002,9496,49421,453,0.04975136310725322
5002,9496,46133,453,0.17539284840001676
5003,9496,70742,454,0.037671380925810675
5003,9496,75564,454,0.2073869111532047
5003,9496,76575,454,0.5212049904184429
5003,9496,75822,454,0.0717453146641115
5003,9496,75569,454,0.06950403448486035
5003,9496,74813,454,0.07646705182108285
5003,9496,76321,454,0.016020316532486933
5004,9496,74780,455,1.0
5005,9496,85907,456,0.6852634764069852
5005,9496,86919,456,0.3147365235930149
5006,9496,51462,476,0.06755952005743765
5006,9496,48936,476,0.053306805125703495
5006,9496,48426,476,0.18756154293361788
5006,9496,49695,476,0.05409444336935216
5006,9496,52217,476,0.26652263693406686
5006,9496,50203,476,0.18177260642332102
5006,9496,49949,476,0.11716807496840818
5006,9496,49444,476,0.07201437018809279
5007,9496,52204,477,0.07192584852025065
5007,9496,51952,477,0.026070302958919222
5007,9496,52200,477,0.04611073992734012
5007,9496,51707,477,0.02962288081066121
5007,9496,51197,477,0.09505906385020886
5007,9496,49939,477,0.055972325539362155
5007,9496,50193,477,0.09022981982374817
5007,9496,51962,477,0.1127052893224025
5007,9496,50447,477,0.472303729247107
5008,9496,53257,478,0.018079796153010676
5008,9496,51740,478,0.06841448742598279
5008,9496,51744,478,0.028366147324958988
5008,9496,52245,478,0.05712278670447769
5008,9496,52752,478,0.08009983591418089
5008,9496,52498,478,0.15179822566963747
5008,9496,52999,478,0.06251604204925831
5008,9496,51986,478,0.04025328469393354
5008,9496,52535,478,0.05334956142916035
5008,9496,49991,478,0.08018704261243252
5008,9496,51983,478,0.028703628721602502
5008,9496,51484,478,0.029644285323149045
5008,9496,51480,478,0.017455571779491585
5008,9496,51228,478,0.03266911406510871
5008,9496,51979,478,0.04289284434599476
5008,9496,51475,478,0.030456457523783263
5008,9496,52490,478,0.0241122522499984
5008,9496,51982,478,0.030990074647914066
5008,9496,54270,478,0.04125517766980975
5008,9496,51981,478,0.052258625244870315
5008,9496,49698,478,0.00420939085339869
5008,9496,51735,478,0.013293120147089292
5008,9496,49193,478,0.005171826795523975
5008,9496,49448,478,0.006700420655232318
5009,9496,43324,480,0.18032048184083144
5009,9496,42060,480,0.045785722345671985
5009,9496,43330,480,0.22990889727354025
5009,9496,46873,480,0.3388899504983846
5009,9496,44862,480,0.20509494804157175
5010,9496,47373,481,0.34579332413746316
5010,9496,46104,481,0.06537335056746373
5010,9496,48382,481,0.16297289978494442
5010,9496,57225,481,0.04792746336112587
5010,9496,44329,481,0.21332982961547098
5010,9496,44831,481,0.1066426629349148
5010,9496,55716,481,0.05796046959861696
5011,9496,39540,482,0.26597241524223847
5011,9496,40281,482,0.054213984136643974
5011,9496,38527,482,0.5403470918115831
5011,9496,39284,482,0.021520054771797605
5011,9496,38273,482,0.11794645403773688
5012,9496,39541,483,0.38148730457351776
5012,9496,40557,483,0.09716815758965884
5012,9496,40052,483,0.2573087557710774
5012,9496,41068,483,0.26403578206574607
5013,9496,39542,484,0.1720698752086667
5013,9496,39810,484,0.008053738519731624
5013,9496,39805,484,0.014440842450759224
5013,9496,39553,484,0.15579585499737003
5013,9496,39548,484,0.03700016846836319
5013,9496,38788,484,0.04554972195911119
5013,9496,38792,484,0.013039865198073628
5013,9496,38283,484,0.01739082151627568
5013,9496,38281,484,0.024490494257087974
5013,9496,38028,484,0.008692071509710672
5013,9496,40817,484,0.017566099399057865
5013,9496,39292,484,0.014225307488807593
5013,9496,39293,484,0.034581217112692096
5013,9496,38279,484,0.0816871555443323
5013,9496,39811,484,0.08053129365979873
5013,9496,38288,484,0.03294153921583186
5013,9496,39557,484,0.020697295050981317
5013,9496,39048,484,0.048531288932775404
5013,9496,39303,484,0.07216828976013752
5013,9496,39301,484,0.1005470597504355
5014,9496,41083,486,0.4515797199878815
5014,9496,41085,486,0.35817118219808
5014,9496,41086,486,0.19024909781403868
5015,9496,41852,487,0.1686074265547155
5015,9496,41344,487,0.7798522723131546
5015,9496,41346,487,0.031194089271912258
5015,9496,40842,487,0.020346211860217702
5016,9496,44628,488,0.12632882004062948
5016,9496,44871,488,0.5386093326296114
5016,9496,45637,488,0.09237150054597834
5016,9496,43362,488,0.17540702492627436
5016,9496,43868,488,0.06728332185750648
5017,9496,43101,489,1.0
5018,9496,43850,490,0.08040377511941631
5018,9496,43087,490,0.3150128917544879
5018,9496,41570,490,0.5006383259790618
5018,9496,41571,490,0.1039450071470341
5019,9496,42336,493,1.0
5020,9496,41332,495,0.0387827131713832
5020,9496,40572,495,0.7414009182179023
5020,9496,39812,495,0.21981636861071446
5021,9496,36503,496,0.10712969320532659
5021,9496,36758,496,0.15793470264939583
5021,9496,36000,496,0.3458177994846602
5021,9496,35749,496,0.2978643206829053
5021,9496,37513,496,0.04794740185596826
5021,9496,36508,496,0.011903299245036289
5021,9496,35496,496,0.03140278287670758
5022,9496,33740,498,0.15602131016476972
5022,9496,34742,498,0.8439786898352304
5023,9496,33217,500,0.005220511094560585
5023,9496,32454,500,0.031055683295363352
5023,9496,32204,500,0.02778280128919489
5023,9496,31443,500,0.11974252058882781
5023,9496,32452,500,0.07984151227933525
5023,9496,31949,500,0.06390272609418146
5023,9496,30936,500,0.06757153359333709
5023,9496,31191,500,0.006401878161401369
5023,9496,31441,500,0.015274670094105729
5023,9496,33978,500,0.15430800353884025
5023,9496,31190,500,0.042769162403176374
5023,9496,33723,500,0.34139021192572355
5023,9496,31189,500,0.04473878564195216
5024,9496,33721,501,0.01267808667386269
5024,9496,34477,501,0.027446911341131225
5024,9496,34228,501,0.03462400356635272
5024,9496,33973,501,0.25255254987772235
5024,9496,33971,501,0.001988039630294472
5024,9496,33717,501,0.5419058092401953
5024,9496,34976,501,0.031406913474926273
5024,9496,34209,501,0.02789036719598342
5024,9496,37240,501,0.027758850466794476
5024,9496,33457,501,0.025020873312395844
5024,9496,33710,501,0.01672759522034117
5025,9496,29671,502,0.7911546643917421
5025,9496,29925,502,0.20884533560825796
5026,9496,29914,503,0.009199815745793616
5026,9496,30927,503,0.04054134616159284
5026,9496,30168,503,0.029906215785968075
5026,9496,30160,503,0.04760568200130173
5026,9496,33687,503,0.12245329329262927
5026,9496,32939,503,0.05611290866456827
5026,9496,33195,503,0.031788100967612566
5026,9496,31934,503,0.12631729116186644
5026,9496,31429,503,0.007484168018781324
5026,9496,31682,503,0.07664730792122028
5026,9496,29412,503,0.023126995196726827
5026,9496,31176,503,0.048926033663195
5026,9496,29160,503,0.37989084141874385
5027,9496,28656,504,0.3539755085797497
5027,9496,28152,504,0.37724842119260066
5027,9496,28657,504,0.2687760702276497
5028,9496,26886,505,1.0
5029,9496,29158,506,1.0
5030,9496,27131,507,0.17192909377308704
5030,9496,26122,507,0.12616937290320682
5030,9496,25619,507,0.008554737114117233
5030,9496,27637,507,0.693346796209589
5031,9496,26384,508,0.3900363709753136
5031,9496,25883,508,0.22694578855404496
5031,9496,24867,508,0.3830178404706415
5032,9496,26117,509,1.0
5033,9496,25613,511,1.0
5034,9496,28903,512,0.23797181276549972
5034,9496,27632,512,0.0491656218338031
5034,9496,29900,512,0.3336240684413009
5034,9496,29153,512,0.20467189500634522
5034,9496,28646,512,0.05257129880691629
5034,9496,28647,512,0.12199530314613469
5035,9496,23842,514,0.09511860640122642
5035,9496,23335,514,0.9048813935987736
5036,9496,20296,520,0.6047244094488189
5036,9496,20299,520,0.08031496062992127
5036,9496,20297,520,0.31496062992125984
5037,9496,20045,521,0.21512542226991652
5037,9496,20301,521,0.5076204251424116
5037,9496,20302,521,0.0780887808575181
5037,9496,19294,521,0.19916537173015392
5038,9496,18508,523,0.19048663292242093
5038,9496,18763,523,0.15172033175735025
5038,9496,16986,523,0.028085200239857736
5038,9496,20526,523,0.020806065346722778
5038,9496,19024,523,0.07962960839480747
5038,9496,19786,523,0.2762248514262686
5038,9496,18773,523,0.01613418705848304
5038,9496,19783,523,0.23691312285408916
5039,9496,19787,524,0.09402231985032419
5039,9496,19026,524,0.40270693870164626
5039,9496,17509,524,0.22059517049560315
5039,9496,17255,524,0.22553316173373428
5039,9496,16237,524,0.05714240921869205
5040,9496,15487,525,0.030542905891092386
5040,9496,13974,525,0.2071268558673444
5040,9496,13722,525,0.04946967695409571
5040,9496,14735,525,0.035231138352088597
5040,9496,13975,525,0.03074919430327782
5040,9496,14978,525,0.01012289123339596
5040,9496,14725,525,0.02649650612040204
5040,9496,14981,525,0.03753382713327085
5040,9496,15491,525,0.0508573064458773
5040,9496,15486,525,0.0538474197443119
5040,9496,15741,525,0.0910019603948979
5040,9496,14479,525,0.11766467965943543
5040,9496,16500,525,0.015059691978045403
5040,9496,16756,525,0.09789426939122478
5040,9496,18020,525,0.050599691912356394
