name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_1,0.377412,1.92474,-3.47207,4.2269,1.25988,0.691085,-0.122289,2.64205
ks_10,0.263498,1.92474,-3.58599,4.11298,0.264093,1.91667,-3.56924,4.09743
ks_100,-4.1891,2.17474,-8.53858,0.160389,-3.34299,0.943977,-5.23095,-1.45504
ks_101,-3.15962,1.92474,-7.00911,0.689863,-3.15962,1.91552,-6.99067,0.671422
ks_102,-4.13077,2.17474,-8.48025,0.218717,-4.11997,2.16961,-8.45918,0.21924
ks_103,-3.46356,1.92474,-7.31304,0.385926,-3.46688,1.91995,-7.30678,0.373021
ks_104,-5.01412,2.17474,-9.36361,-0.66464,-5.01412,2.17105,-9.35622,-0.672032
ks_105,-5.00966,2.17474,-9.35915,-0.660176,-5.00966,2.17105,-9.35175,-0.667571
ks_106,-3.83863,1.92474,-7.68811,0.010856,-3.83863,1.9205,-7.67964,0.00237799
ks_107,-3.60104,1.92474,-7.45052,0.248447,-3.59767,1.90392,-7.40551,0.210168
ks_108,0.652651,1.92474,-3.19683,4.50214,0.64637,1.92015,-3.19393,4.48667
ks_109,0.879498,1.92474,-2.96999,4.72898,0.866948,1.92416,-2.98138,4.71527
ks_11,-0.458685,1.92474,-4.30817,3.3908,-0.140063,1.63737,-3.41481,3.13468
ks_110,0.581321,1.92474,-3.26816,4.43081,0.553393,1.91913,-3.28488,4.39166
ks_111,0.949968,1.92474,-2.89952,4.79945,0.922503,1.701,-2.47949,4.32449
ks_112,0.664827,1.92474,-3.18466,4.51431,0.306296,1.90907,-3.51185,4.12444
ks_113,-1.1522,1.92474,-5.00169,2.69728,-1.19778,0.68745,-2.57268,0.177124
ks_114,0.989559,1.92474,-2.85993,4.83904,0.999826,0.4364,0.127027,1.87262
ks_115,0.830076,1.92474,-3.01941,4.67956,0.835859,1.91334,-2.99082,4.66254
ks_116,-0.408683,1.92474,-4.25817,3.4408,-0.41133,1.83062,-4.07258,3.24992
ks_117,1.1429,1.92474,-2.70658,4.99239,1.14261,1.87132,-2.60003,4.88525
ks_118,0.297972,1.92474,-3.55151,4.14746,0.298934,1.914,-3.52907,4.12694
ks_119,1.02847,1.92474,-2.82101,4.87796,1.0295,1.9186,-2.8077,4.86671
ks_12,0.967035,1.92474,-2.88245,4.81652,0.967035,1.92474,-2.88245,4.81652
ks_120,-0.913607,1.92474,-4.76309,2.93588,-0.958706,1.65958,-4.27787,2.36046
ks_121,0.362177,1.92474,-3.48731,4.21166,0.37173,1.80565,-3.23958,3.98304
ks_122,1.62604,1.92474,-2.22345,5.47552,1.65177,1.86389,-2.07601,5.37955
ks_123,0.985268,1.92474,-2.86422,4.83475,0.903903,1.90251,-2.90111,4.70892
ks_124,0.327011,1.92474,-3.52247,4.1765,0.327011,1.92111,-3.51521,4.16923
ks_125,1.4743,1.92474,-2.37519,5.32378,1.52699,0.91262,-0.298246,3.35223
ks_126,2.42333,1.92474,-1.42615,6.27282,2.5782,1.90857,-1.23893,6.39534
ks_127,-0.0321821,1.92474,-3.88167,3.8173,0.0360553,1.89085,-3.74564,3.81775
ks_128,0.670847,1.92474,-3.17864,4.52033,0.731019,0.712332,-0.693644,2.15568
ks_129,0.81602,1.92474,-3.03347,4.6655,0.805104,1.92098,-3.03685,4.64706
ks_13,-0.139816,1.92474,-3.9893,3.70967,-0.115213,0.494475,-1.10416,0.873738
ks_130,0.744962,1.92474,-3.10452,4.59445,0.147661,1.88057,-3.61348,3.9088
ks_131,-3.69678,1.92474,-7.54627,0.152703,-3.69678,1.92079,-7.53837,0.144805
ks_132,-3.70116,1.92474,-7.55064,0.148329,-3.70116,1.92031,-7.54177,0.139464
ks_133,-3.69728,1.92474,-7.54676,0.152205,-3.69728,1.92064,-7.53856,0.143997
ks_134,-1.56541,1.92474,-5.41489,2.28408,-1.56541,1.92118,-5.40777,2.27695
ks_135,-3.7999,1.92474,-7.64939,0.0495828,-3.7999,1.92106,-7.64203,0.0422228
ks_136,-3.6131,1.92474,-7.46258,0.236387,-3.42728,1.91806,-7.26339,0.408835
ks_137,-2.41398,1.92474,-6.26346,1.43551,-2.41355,1.89073,-6.19502,1.36792
ks_138,0.82867,1.92474,-3.02082,4.67815,0.82867,1.91852,-3.00838,4.66572
ks_139,-3.64096,1.92474,-7.49044,0.208529,-3.64096,1.92063,-7.48221,0.200296
ks_14,0.639096,1.92474,-3.21039,4.48858,0.631908,1.92074,-3.20957,4.47338
ks_140,1.17628,1.92474,-2.6732,5.02577,1.16293,1.92087,-2.67882,5.00467
ks_141,-3.70278,1.92474,-7.55226,0.146709,-3.70278,1.92081,-7.5444,0.138846
ks_142,-3.6997,1.92474,-7.54919,0.14978,-3.6997,1.9208,-7.54131,0.1419
ks_143,-2.85722,1.92474,-6.7067,0.992267,-2.85722,1.91501,-6.68723,0.972791
ks_144,0.0208007,1.92474,-3.82868,3.87029,0.0279604,1.92028,-3.81261,3.86853
ks_146,0.770848,1.92474,-3.07864,4.62033,0.770841,1.92088,-3.07092,4.6126
ks_147,0.352003,1.92474,-3.49748,4.20149,0.35202,1.92405,-3.49608,4.20012
ks_148,0.78784,1.92474,-3.06165,4.63732,0.787842,1.92098,-3.05412,4.62981
ks_149,-3.57561,1.92474,-7.4251,0.273875,-3.57561,1.92041,-7.41642,0.265202
