name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_1,0.377412,1.92474,-3.47207,4.2269,1.25988,0.661108,-0.0623352,2.5821
ks_10,0.263498,1.92474,-3.58599,4.11298,0.264093,1.91685,-3.5696,4.09779
ks_100,-4.1891,2.17474,-8.53858,0.160389,-3.34299,0.922221,-5.18744,-1.49855
ks_101,-3.15962,1.92474,-7.00911,0.689863,-3.15962,1.91962,-6.99887,0.679621
ks_102,-4.13077,2.17474,-8.48025,0.218717,-4.11997,2.16445,-8.44887,0.208934
ks_103,-3.46356,1.92474,-7.31304,0.385926,-3.46688,1.91806,-7.303,0.369237
ks_104,-5.01412,2.17474,-9.36361,-0.66464,-5.01412,2.16643,-9.34698,-0.681267
ks_105,-5.00966,2.17474,-9.35915,-0.660176,-5.00966,2.16735,-9.34435,-0.674971
ks_106,-3.83863,1.92474,-7.68811,0.010856,-3.83863,1.91889,-7.6764,-0.000857027
ks_107,-3.60104,1.92474,-7.45052,0.248447,-3.59767,1.90668,-7.41103,0.215687
ks_108,0.652651,1.92474,-3.19683,4.50214,0.64637,1.91858,-3.19079,4.48353
ks_109,0.879498,1.92474,-2.96999,4.72898,0.866948,1.92455,-2.98216,4.71605
ks_11,-0.458685,1.92474,-4.30817,3.3908,-0.172048,1.73081,-3.63367,3.28958
ks_110,0.581321,1.92474,-3.26816,4.43081,0.553393,1.91794,-3.28249,4.38927
ks_111,0.949968,1.92474,-2.89952,4.79945,0.922503,1.71401,-2.50552,4.35053
ks_112,0.664827,1.92474,-3.18466,4.51431,0.306194,1.90471,-3.50323,4.11562
ks_113,-1.1522,1.92474,-5.00169,2.69728,-1.19778,0.707627,-2.61303,0.217479
ks_114,0.989559,1.92474,-2.85993,4.83904,0.999826,0.368543,0.262739,1.73691
ks_115,0.830076,1.92474,-3.01941,4.67956,0.835859,1.91145,-2.98704,4.65875
ks_116,-0.408683,1.92474,-4.25817,3.4408,-0.41133,1.82904,-4.06941,3.24675
ks_117,1.1429,1.92474,-2.70658,4.99239,1.14261,0.0927865,0.957038,1.32818
ks_118,0.297972,1.92474,-3.55151,4.14746,0.298934,1.9084,-3.51786,4.11573
ks_119,1.02847,1.92474,-2.82101,4.87796,1.0295,1.91751,-2.80553,4.86453
ks_12,0.967035,1.92474,-2.88245,4.81652,0.967035,1.91898,-2.87093,4.805
ks_120,-0.913607,1.92474,-4.76309,2.93588,-0.958706,1.63346,-4.22564,2.30822
ks_121,0.362177,1.92474,-3.48731,4.21166,0.37173,1.82984,-3.28796,4.03142
ks_122,1.62604,1.92474,-2.22345,5.47552,1.65177,1.8496,-2.04743,5.35096
ks_123,0.985268,1.92474,-2.86422,4.83475,0.903903,1.89923,-2.89455,4.70235
ks_124,0.327011,1.92474,-3.52247,4.1765,0.327011,1.91962,-3.51223,4.16625
ks_125,1.4743,1.92474,-2.37519,5.32378,1.52691,1.72512,-1.92332,4.97715
ks_126,2.42333,1.92474,-1.42615,6.27282,2.5782,1.91937,-1.26053,6.41694
ks_127,-0.0321821,1.92474,-3.88167,3.8173,0.0360553,1.90263,-3.7692,3.84131
ks_128,0.670847,1.92474,-3.17864,4.52033,0.731019,0.694471,-0.657923,2.11996
ks_129,0.81602,1.92474,-3.03347,4.6655,0.805104,1.91981,-3.03451,4.64472
ks_13,-0.139816,1.92474,-3.9893,3.70967,-0.115213,0.511483,-1.13818,0.907753
ks_130,0.744962,1.92474,-3.10452,4.59445,0.147661,1.88242,-3.61718,3.9125
ks_131,-3.69678,1.92474,-7.54627,0.152703,-3.69678,1.91808,-7.53294,0.139376
ks_132,-3.70116,1.92474,-7.55064,0.148329,-3.70116,1.91852,-7.53819,0.135876
ks_133,-3.69728,1.92474,-7.54676,0.152205,-3.69728,1.91883,-7.53493,0.140372
ks_134,-1.56541,1.92474,-5.41489,2.28408,-1.56541,1.91607,-5.39754,2.26672
ks_135,-3.7999,1.92474,-7.64939,0.0495828,-3.7999,1.91808,-7.63606,0.0362565
ks_136,-3.6131,1.92474,-7.46258,0.236387,-3.42728,1.9196,-7.26648,0.411926
ks_137,-2.41398,1.92474,-6.26346,1.43551,-2.41355,1.90893,-6.23141,1.40431
ks_138,0.82867,1.92474,-3.02082,4.67815,0.82867,1.92406,-3.01944,4.67678
ks_139,-3.64096,1.92474,-7.49044,0.208529,-3.64096,1.91808,-7.47711,0.195203
ks_14,0.639096,1.92474,-3.21039,4.48858,0.631908,1.91957,-3.20724,4.47106
ks_140,1.17628,1.92474,-2.6732,5.02577,1.16293,1.92204,-2.68115,5.007
ks_141,-3.70278,1.92474,-7.55226,0.146709,-3.70278,1.91962,-7.54202,0.136468
ks_142,-3.6997,1.92474,-7.54919,0.14978,-3.6997,1.91898,-7.53767,0.138258
ks_144,0.0208007,1.92474,-3.82868,3.87029,0.0279604,1.92167,-3.81538,3.8713
ks_146,0.770848,1.92474,-3.07864,4.62033,0.770841,1.91775,-3.06466,4.60634
ks_147,0.352003,1.92474,-3.49748,4.20149,0.35202,1.91943,-3.48684,4.19088
ks_148,0.78784,1.92474,-3.06165,4.63732,0.787842,1.91898,-3.05012,4.62581
ks_149,-3.57561,1.92474,-7.4251,0.273875,-3.57561,1.91808,-7.41177,0.260549
ks_15,0.0654955,1.92474,-3.78399,3.91498,0.123938,0.0824664,-0.0409948,0.288871
ks_150,0.882532,1.92474,-2.96695,4.73202,0.882532,1.91958,-2.95663,4.72169
ks_151,0.79535,1.92474,-3.05414,4.64483,0.79535,1.91963,-3.0439,4.6346
ks_152,-0.901144,1.92474,-4.75063,2.94834,-0.901145,1.90787,-4.71689,2.9146
ks_153,1.6863,1.92474,-2.16319,5.53578,1.6863,1.84849,-2.01068,5.38327
ks_154,1.49229,1.92474,-2.3572,5.34177,1.77053,1.92257,-2.07462,5.61568
ks_155,-3.75688,1.92474,-7.60636,0.0926074,-3.75688,1.91959,-7.59606,0.082307
ks_156,-0.73157,1.92474,-4.58106,3.11791,-0.696986,1.61723,-3.93144,2.53747
ks_157,-0.744379,1.92474,-4.59386,3.10511,-0.764306,1.12797,-3.02025,1.49164
ks_158,-0.19276,1.92474,-4.04224,3.65673,-0.195692,1.91685,-4.0294,3.63802
ks_159,-1.57657,1.92474,-5.42605,2.27292,-1.57883,1.91804,-5.41491,2.25726
ks_16,2.37011,1.92474,-1.47938,6.21959,2.19216,1.80511,-1.41805,5.80237
ks_160,0.0408041,1.92474,-3.80868,3.89029,0.0498829,1.91716,-3.78443,3.8842
ks_161,2.69897,1.92474,-1.15051,6.54846,2.69897,1.58517,-0.471374,5.86931
ks_162,-0.706415,1.92474,-4.5559,3.14307,-0.70919,1.91888,-4.54695,3.12857
ks_163,-1.15608,1.92474,-5.00556,2.69341,-1.15608,1.91799,-4.99206,2.6799
ks_164,-1.24905,1.92474,-5.09853,2.60044,-1.24905,1.91883,-5.08671,2.58862
ks_165,0.853373,1.92474,-2.99611,4.70286,0.880806,1.91215,-2.9435,4.70511
ks_166,-1.80654,1.92474,-5.65603,2.04294,-1.80654,1.91951,-5.64556,2.03248
ks_167,-1.60816,1.92474,-5.45765,2.24132,-1.59559,1.9162,-5.428,2.23682
ks_168,-1.36528,1.92474,-5.21477,2.4842,-1.36163,0.280884,-1.9234,-0.799866
ks_169,-3.63683,1.92474,-7.48631,0.212657,-3.6386,1.91979,-7.47818,0.200985
ks_17,0.2355,1.92474,-3.61399,4.08498,0.256635,1.91749,-3.57835,4.09162
ks_170,-2.82051,1.92474,-6.66999,1.02898,-2.82051,1.92474,-6.66999,1.02898
ks_171,-0.462208,1.92474,-4.31169,3.38728,-0.180505,1.91596,-4.01243,3.65142
ks_172,-1.6917,1.92474,-5.54118,2.15779,-1.6917,1.91811,-5.52792,2.14453
ks_173,-2.23331,1.92474,-6.08279,1.61618,-1.95512,1.88638,-5.72788,1.81764
ks_174,0.782152,1.92474,-3.06733,4.63164,0.782152,1.91962,-3.05709,4.6214
ks_175,-0.888234,1.92474,-4.73772,2.96125,-0.888234,1.91962,-4.72748,2.95101
ks_176,-2.84454,1.92474,-6.69403,1.00494,-2.5633,1.91356,-6.39042,1.26383
