name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ks_1,0.377412,1.92474,-3.47207,4.2269,0.377412,0.487639,-0.597866,1.35269
ks_10,0.263498,1.92474,-3.58599,4.11298,0.263498,1.92474,-3.58599,4.11298
ks_100,-4.1891,2.17474,-8.53858,0.160389,-4.1891,0.931158,-6.05141,-2.32678
ks_101,-3.15962,1.92474,-7.00911,0.689863,-3.15962,1.92474,-7.0091,0.689858
ks_102,-4.13077,2.17474,-8.48025,0.218717,-4.13077,2.17469,-8.48015,0.218613
ks_103,-3.46356,1.92474,-7.31304,0.385926,-3.46356,1.92473,-7.31301,0.385897
ks_104,-5.01412,2.17474,-9.36361,-0.66464,-5.01412,2.17474,-9.36361,-0.66464
ks_105,-5.00966,2.17474,-9.35915,-0.660176,-5.00966,2.17474,-9.35914,-0.660184
ks_106,-3.83863,1.92474,-7.68811,0.010856,-3.83863,1.92474,-7.68811,0.010856
ks_107,-3.60104,1.92474,-7.45052,0.248447,-3.60104,1.91188,-7.42479,0.222713
ks_108,0.652651,1.92474,-3.19683,4.50214,0.652651,1.92411,-3.19556,4.50087
ks_109,0.879498,1.92474,-2.96999,4.72898,0.879498,1.92443,-2.96935,4.72835
ks_11,-0.458685,1.92474,-4.30817,3.3908,-0.458685,1.62911,-3.7169,2.79953
ks_110,0.581321,1.92474,-3.26816,4.43081,0.581321,1.92235,-3.26338,4.42602
ks_111,0.949968,1.92474,-2.89952,4.79945,0.949968,1.75973,-2.56949,4.46943
ks_112,0.664827,1.92474,-3.18466,4.51431,0.664827,1.91079,-3.15675,4.48641
ks_113,-1.1522,1.92474,-5.00169,2.69728,-1.1522,0.714497,-2.5812,0.276789
ks_114,0.989559,1.92474,-2.85993,4.83904,0.989559,0.376946,0.235666,1.74345
ks_115,0.830076,1.92474,-3.01941,4.67956,0.830076,1.91657,-3.00307,4.66323
ks_116,-0.408683,1.92474,-4.25817,3.4408,-0.408683,1.78913,-3.98693,3.16957
ks_117,1.1429,1.92474,-2.70658,4.99239,1.1429,0.0904451,0.962012,1.32379
ks_118,0.297972,1.92474,-3.55151,4.14746,0.297972,1.91575,-3.53353,4.12948
ks_119,1.02847,1.92474,-2.82101,4.87796,1.02847,1.92238,-2.81628,4.87323
ks_12,0.967035,1.92474,-2.88245,4.81652,0.967035,1.92474,-2.88244,4.81651
ks_120,-0.913607,1.92474,-4.76309,2.93588,-0.913607,1.61056,-4.13474,2.30752
ks_121,0.362177,1.92474,-3.48731,4.21166,0.362177,1.76982,-3.17745,3.90181
ks_122,1.62604,1.92474,-2.22345,5.47552,1.62604,1.87214,-2.11823,5.37031
ks_123,0.985268,1.92474,-2.86422,4.83475,0.985268,1.91161,-2.83795,4.80849
ks_124,0.327011,1.92474,-3.52247,4.1765,0.327011,1.92473,-3.52245,4.17648
ks_125,1.4743,1.92474,-2.37519,5.32378,1.4743,1.50066,-1.52702,4.47561
ks_126,2.42333,1.92474,-1.42615,6.27282,2.42333,1.92381,-1.42429,6.27096
ks_127,-0.0321821,1.92474,-3.88167,3.8173,-0.0321821,1.87115,-3.77448,3.71011
ks_128,0.670847,1.92474,-3.17864,4.52033,0.670847,1.33463,-1.99841,3.3401
ks_129,0.81602,1.92474,-3.03347,4.6655,0.81602,1.9247,-3.03339,4.66543
ks_13,-0.139816,1.92474,-3.9893,3.70967,-0.139816,0.498316,-1.13645,0.856816
ks_130,0.744962,1.92474,-3.10452,4.59445,0.744962,1.73679,-2.72861,4.21853
ks_131,-3.69678,1.92474,-7.54627,0.152703,-3.69678,1.92474,-7.54627,0.152703
ks_132,-3.70116,1.92474,-7.55064,0.148329,-3.70116,1.92461,-7.55037,0.148058
ks_133,-3.69728,1.92474,-7.54676,0.152205,-3.69728,1.92467,-7.54663,0.15207
ks_134,-1.56541,1.92474,-5.41489,2.28408,-1.56541,1.92474,-5.41489,2.28408
ks_135,-3.7999,1.92474,-7.64939,0.0495828,-3.7999,1.92474,-7.64939,0.0495828
ks_136,-3.6131,1.92474,-7.46258,0.236387,-3.6131,1.61626,-6.84561,-0.380583
ks_137,-2.41398,1.92474,-6.26346,1.43551,-2.41398,1.90789,-6.22975,1.40179
ks_138,0.82867,1.92474,-3.02082,4.67815,0.82867,1.92429,-3.0199,4.67724
ks_139,-3.64096,1.92474,-7.49044,0.208529,-3.64096,1.92474,-7.49044,0.208529
ks_14,0.639096,1.92474,-3.21039,4.48858,0.639096,1.92458,-3.21007,4.48826
ks_140,1.17628,1.92474,-2.6732,5.02577,1.17628,1.91799,-2.65969,5.01225
ks_141,-3.70278,1.92474,-7.55226,0.146709,-3.70278,1.92474,-7.55226,0.146709
ks_142,-3.6997,1.92474,-7.54919,0.14978,-3.6997,1.92474,-7.54919,0.14978
ks_143,-2.85722,1.92474,-6.7067,0.992267,-2.85722,1.92474,-6.7067,0.992267
