segment,reach,Qaquifer,gaining_days,losing_days,no_exchange_days,count_days,agg_months
28,13,-174.35742692307687,0.0,61.0,0.0,61.0,wet_to_dry
28,14,-140.28827692307692,0.0,61.0,0.0,61.0,wet_to_dry
28,15,-91.69571153846157,0.0,61.0,0.0,61.0,wet_to_dry
28,16,-93.27629346153847,0.0,61.0,0.0,61.0,wet_to_dry
28,17,-137.0447230769231,0.0,61.0,0.0,61.0,wet_to_dry
28,18,-108.28538076923077,0.0,61.0,0.0,61.0,wet_to_dry
28,19,-75.22931384615384,0.0,61.0,0.0,61.0,wet_to_dry
28,20,-112.1276576923077,0.0,61.0,0.0,61.0,wet_to_dry
28,21,-108.05071923076925,0.0,61.0,0.0,61.0,wet_to_dry
28,22,-105.49866769230768,0.0,61.0,0.0,61.0,wet_to_dry
29,1,3478.370825538461,60.03846153846154,0.9615384615384616,0.0,61.0,wet_to_dry
29,2,1681.0080477692306,59.11538461538461,1.8846153846153846,0.0,61.0,wet_to_dry
29,3,2281.4732408730765,58.80769230769231,2.1923076923076925,0.0,61.0,wet_to_dry
29,4,2343.961360384615,58.0,3.0,0.0,61.0,wet_to_dry
29,5,-9687.129615384616,0.0,61.0,0.0,61.0,wet_to_dry
29,6,-8268.913076923076,0.0,61.0,0.0,61.0,wet_to_dry
29,7,-1106.194196923077,21.76923076923077,39.23076923076923,0.0,61.0,wet_to_dry
29,8,36078.72423076922,61.0,0.0,0.0,61.0,wet_to_dry
29,9,6394.089846153846,61.0,0.0,0.0,61.0,wet_to_dry
30,1,-121.74847307692309,0.0,61.0,0.0,61.0,wet_to_dry
30,2,-120.34001538461537,0.0,61.0,0.0,61.0,wet_to_dry
30,3,-119.14332307692305,0.0,61.0,0.0,61.0,wet_to_dry
30,4,-81.05658846153847,0.0,61.0,0.0,61.0,wet_to_dry
30,5,157.35668884615387,39.88461538461539,21.115384615384617,0.0,61.0,wet_to_dry
30,6,347.58048115384616,58.65384615384615,2.3461538461538463,0.0,61.0,wet_to_dry
30,7,331.7724880769231,61.0,0.0,0.0,61.0,wet_to_dry
30,8,357.0836115384616,61.0,0.0,0.0,61.0,wet_to_dry
30,9,382.535796153846,61.0,0.0,0.0,61.0,wet_to_dry
31,1,10079.013228846154,58.61538461538461,2.3846153846153846,0.0,61.0,wet_to_dry
31,2,10676.653334615385,59.19230769230769,1.8076923076923077,0.0,61.0,wet_to_dry
31,3,9863.92198230769,59.30769230769231,1.6923076923076923,0.0,61.0,wet_to_dry
31,4,10591.9401,59.73076923076923,1.2692307692307692,0.0,61.0,wet_to_dry
31,5,10746.532233846154,59.73076923076923,1.2692307692307692,0.0,61.0,wet_to_dry
31,6,10484.91748130769,59.42307692307692,1.5769230769230769,0.0,61.0,wet_to_dry
32,1,-272.5505346153846,0.0,61.0,0.0,61.0,wet_to_dry
32,2,-243.50060384615384,0.0,61.0,0.0,61.0,wet_to_dry
32,3,-209.3541576923077,0.0,61.0,0.0,61.0,wet_to_dry
32,4,-186.1368269230769,0.0,61.0,0.0,61.0,wet_to_dry
32,5,-158.55656538461542,0.0,61.0,0.0,61.0,wet_to_dry
32,6,-123.31364230769229,0.0,61.0,0.0,61.0,wet_to_dry
32,7,-115.14143076923075,0.0,61.0,0.0,61.0,wet_to_dry
32,8,-115.52058846153848,0.0,61.0,0.0,61.0,wet_to_dry
33,1,-508.21768076923064,0.0,61.0,0.0,61.0,wet_to_dry
33,2,-298.0133269230768,0.0,61.0,0.0,61.0,wet_to_dry
33,3,-100.17081076923075,0.0,61.0,0.0,61.0,wet_to_dry
33,4,-101.37721115384616,0.0,61.0,0.0,61.0,wet_to_dry
33,5,-360.6192769230768,0.0,61.0,0.0,61.0,wet_to_dry
33,6,-96.37122192307692,0.0,61.0,0.0,61.0,wet_to_dry
33,7,-103.25096576923079,0.0,61.0,0.0,61.0,wet_to_dry
33,8,-106.00841153846153,0.0,61.0,0.0,61.0,wet_to_dry
33,9,-99.3905746153846,0.0,61.0,0.0,61.0,wet_to_dry
33,10,-99.84279461538459,0.0,61.0,0.0,61.0,wet_to_dry
33,11,-105.60834923076922,0.0,61.0,0.0,61.0,wet_to_dry
33,12,-99.30775499999997,0.0,61.0,0.0,61.0,wet_to_dry
33,13,-45.7607133223077,13.615384615384615,47.38461538461539,0.0,61.0,wet_to_dry
34,1,3369.8774615384614,61.0,0.0,0.0,61.0,wet_to_dry
