segment,reach,Qaquifer,gaining_days,losing_days,no_exchange_days,count_days,agg_months
1,1,2894.170115384615,122.0,0.0,0.0,122.0,dry
1,2,4768.463499999999,122.0,0.0,0.0,122.0,dry
1,3,5764.222500000002,122.0,0.0,0.0,122.0,dry
1,4,5580.306461538461,122.0,0.0,0.0,122.0,dry
1,5,3614.045503846154,122.0,0.0,0.0,122.0,dry
1,6,3326.068792307693,122.0,0.0,0.0,122.0,dry
1,7,3026.6015584615384,121.96153846153847,0.038461538461538464,0.0,122.0,dry
2,1,-281.00857916923076,0.0,122.0,0.0,122.0,dry
2,2,-250.60526378461537,0.0,122.0,0.0,122.0,dry
2,3,-218.17957532307693,0.0,122.0,0.0,122.0,dry
2,4,-218.42367147692306,0.0,122.0,0.0,122.0,dry
2,5,-218.6402253230769,0.0,122.0,0.0,122.0,dry
2,6,-252.43437147692308,0.0,122.0,0.0,122.0,dry
2,7,-252.37184840000003,0.0,122.0,0.0,122.0,dry
2,8,-219.18274455384608,0.0,122.0,0.0,122.0,dry
2,9,-252.8431907076923,0.0,122.0,0.0,122.0,dry
2,10,-252.82464839999997,0.0,122.0,0.0,122.0,dry
2,11,-219.64261763076925,0.0,122.0,0.0,122.0,dry
2,12,-253.35824070769235,0.0,122.0,0.0,122.0,dry
2,13,-253.22877147692304,0.0,122.0,0.0,122.0,dry
3,1,4764.093615384616,122.0,0.0,0.0,122.0,dry
3,2,3009.9689230769236,122.0,0.0,0.0,122.0,dry
3,3,7004.232615384614,122.0,0.0,0.0,122.0,dry
4,1,4136.413953846154,121.8076923076923,0.19230769230769232,0.0,122.0,dry
4,2,1720.1870988076926,107.73076923076923,14.26923076923077,0.0,122.0,dry
4,3,-14241.344538461542,0.0,122.0,0.0,122.0,dry
4,4,-7744.480610653847,3.076923076923077,118.92307692307692,0.0,122.0,dry
4,5,-14926.678500000005,0.0,122.0,0.0,122.0,dry
4,6,-9052.668394742537,0.0,122.0,0.0,122.0,dry
5,1,-31723.36461538461,0.0,121.88461538461539,0.11538461538461539,122.0,dry
5,2,15493.23406115385,85.38461538461539,36.5,0.11538461538461539,122.0,dry
5,3,34778.56476076923,110.88461538461539,11.115384615384615,0.0,122.0,dry
5,4,34832.600248461524,111.46153846153847,10.538461538461538,0.0,122.0,dry
5,5,120749.97846153844,122.0,0.0,0.0,122.0,dry
5,6,3743.981903419231,92.76923076923077,29.23076923076923,0.0,122.0,dry
5,7,7383.624548076925,119.92307692307692,2.076923076923077,0.0,122.0,dry
5,8,5119.218989076922,109.11538461538461,12.884615384615385,0.0,122.0,dry
6,1,-140.44570830153842,0.0,122.0,0.0,122.0,dry
6,2,-135.91629676307693,0.0,122.0,0.0,122.0,dry
6,3,-134.46220060923073,0.0,122.0,0.0,122.0,dry
6,4,-130.71891983999998,0.0,122.0,0.0,122.0,dry
6,5,-104.3997044553846,0.0,122.0,0.0,122.0,dry
6,6,-46.988917147692305,0.0,122.0,0.0,122.0,dry
6,7,-335.98915330153835,0.0,122.0,0.0,122.0,dry
7,1,4702.108157692309,122.0,0.0,0.0,122.0,dry
7,2,4003.9493250000005,121.96153846153847,0.038461538461538464,0.0,122.0,dry
7,3,2155.6111004880768,78.38461538461539,43.61538461538461,0.0,122.0,dry
7,4,4636.855484615385,122.0,0.0,0.0,122.0,dry
7,5,4913.5659000000005,122.0,0.0,0.0,122.0,dry
8,1,-19166.814346153853,0.0,122.0,0.0,122.0,dry
8,2,-7111.91185346154,5.153846153846154,116.84615384615384,0.0,122.0,dry
8,3,-8146.032055846154,1.3846153846153846,120.61538461538461,0.0,122.0,dry
8,4,-5089.74645276923,13.153846153846153,108.84615384615384,0.0,122.0,dry
